Exercise Index,Progress Level,gpt-4o-mini Ranking,gemini-2.5-flash Ranking,qwen-plus Ranking,claude-3-5-haiku Ranking,Best,Mid,Worst
151,7th grade (12 yo),"{'ar': 2, 'de': 1, 'en': 3}","{'ar': 2, 'de': 1, 'en': 3}",{},"{'ar': 1, 'de': 2, 'en': 3}",de,ar,en
152,7th grade (12 yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
153,8th grade (13yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 2, 'de': 3, 'ar': 1}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
154,8th grade (13yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 3, 'ar': 2, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
155,8th grade (13yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 2, 'ar': 1, 'en': 3}",{},"{'de': 2, 'ar': 3, 'en': 1}",TIE,de,en
156,8th grade (13yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
157,8th grade (13yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 3, 'de': 1}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
158,9th grade (14yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 1, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
159,9th grade (14yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 3, 'en': 2}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
160,9th grade (14yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
161,9th grade (14yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
162,10th grade (15yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
163,10th grade (15yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
164,10th grade (15yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 3, 'de': 1, 'en': 2}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
165,10th grade (15yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 2, 'de': 1, 'en': 3}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
166,10th grade (15yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
167,10th grade (15yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
168,2nd grade (7yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
169,2nd grade (7yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 2, 'de': 1, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
170,2nd grade (7yo),"{'ar': 2, 'de': 1, 'en': 3}","{'ar': 3, 'de': 1, 'en': 2}",{},"{'ar': 1, 'de': 2, 'en': 3}",de,TIE,en
171,2nd grade (7yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
172,2nd grade (7yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 3, 'de': 1}",{},"{'ar': 2, 'en': 1, 'de': 3}",TIE,ar,de
173,4th grade (9yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 2, 'ar': 3, 'en': 1}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,TIE,ar
174,4th grade (9yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
175,4th grade (9yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'de': 3, 'en': 2}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
176,4th grade (9yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
177,4th grade (9yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
178,4th grade (9yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 3, 'ar': 2, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
179,6th grade (11yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
180,6th grade (11yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
181,6th grade (11yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
182,6th grade (11yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
183,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 3, 'en': 1, 'ar': 2}",{},"{'de': 2, 'en': 1, 'ar': 3}",en,TIE,ar
184,7th grade (12 yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 2, 'ar': 1, 'de': 3}",en,ar,de
185,7th grade (12 yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
186,7th grade (12 yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
187,8th grade (13yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
188,8th grade (13yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 3, 'de': 2}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
189,8th grade (13yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
190,8th grade (13yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 2, 'de': 1, 'en': 3}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
191,9th grade (14yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
192,9th grade (14yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
193,9th grade (14yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
194,9th grade (14yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
195,10th grade (15yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
196,10th grade (15yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
197,10th grade (15yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 3, 'ar': 2}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
198,2nd grade (7yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 2, 'de': 3, 'ar': 1}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
199,2nd grade (7yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,ar,en
200,2nd grade (7yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'ar': 3, 'en': 1}",{},"{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
201,2nd grade (7yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
202,4th grade (9yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 2, 'ar': 3, 'en': 1}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
203,4th grade (9yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 3, 'ar': 2}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
204,4th grade (9yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
205,4th grade (9yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 3, 'ar': 2}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
206,6th grade (11yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'de': 3, 'en': 2}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
207,6th grade (11yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 3, 'en': 2, 'de': 1}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
208,6th grade (11yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 3, 'de': 2, 'en': 1}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
209,6th grade (11yo),"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",en,ar,de
210,7th grade (12 yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 3, 'de': 2}",en,ar,de
211,7th grade (12 yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 3, 'ar': 2}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
212,7th grade (12 yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 3, 'de': 1}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
213,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
214,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
215,7th grade (12 yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
216,8th grade (13yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
217,8th grade (13yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
218,8th grade (13yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'ar': 3, 'en': 2}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,en,ar
219,9th grade (14yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 2, 'ar': 3, 'en': 1}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
220,9th grade (14yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 2, 'de': 1, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
221,9th grade (14yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
222,10th grade (15yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
223,10th grade (15yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
224,10th grade (15yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 3, 'ar': 1, 'de': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
225,2nd grade (7yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
226,2nd grade (7yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",{},"{'en': 1, 'ar': 3, 'de': 2}",en,de,ar
227,2nd grade (7yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'de': 1, 'en': 3}",{},"{'ar': 1, 'de': 3, 'en': 2}",ar,en,de
228,2nd grade (7yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
229,4th grade (9yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 3, 'de': 2, 'en': 1}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
230,4th grade (9yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 3, 'en': 2, 'ar': 1}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
231,4th grade (9yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
232,4th grade (9yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
233,6th grade (11yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
234,6th grade (11yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 3, 'ar': 1, 'en': 2}",{},"{'de': 2, 'ar': 1, 'en': 3}",ar,TIE,en
235,6th grade (11yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 3, 'ar': 1}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
236,6th grade (11yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
237,6th grade (11yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 3, 'ar': 2}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
238,6th grade (11yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
239,7th grade (12 yo),"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",en,ar,de
240,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 3, 'ar': 1}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
241,8th grade (13yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 3, 'en': 2, 'de': 1}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
242,8th grade (13yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'ar': 3, 'en': 1}",{},"{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
243,8th grade (13yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 1, 'de': 3}",{},"{'en': 2, 'ar': 1, 'de': 3}",ar,en,de
244,8th grade (13yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 3, 'ar': 2, 'en': 1}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
245,9th grade (14yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
246,9th grade (14yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
247,9th grade (14yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
248,9th grade (14yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 2, 'de': 3, 'en': 1}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,TIE,de
249,10th grade (15yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
250,10th grade (15yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
251,10th grade (15yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
252,2nd grade (7yo),"{'ar': 2, 'de': 1, 'en': 3}","{'ar': 3, 'de': 1, 'en': 2}",{},"{'ar': 2, 'de': 1, 'en': 3}",de,ar,en
253,2nd grade (7yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
254,2nd grade (7yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 2, 'de': 1, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
255,4th grade (9yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 3, 'ar': 1, 'en': 2}",{},"{'de': 1, 'ar': 3, 'en': 2}",de,en,TIE
256,4th grade (9yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
257,4th grade (9yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 3, 'en': 2}",de,ar,en
258,4th grade (9yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'ar': 3, 'en': 1}",{},"{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
259,6th grade (11yo),"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 3, 'en': 2, 'de': 1}",{},"{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
260,6th grade (11yo),"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}",{},"{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
261,6th grade (11yo),"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 3, 'en': 2, 'de': 1}",{},"{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
262,6th grade (11yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
263,6th grade (11yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
264,6th grade (11yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
265,6th grade (11yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 3, 'en': 1, 'ar': 2}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
266,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
267,7th grade (12 yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
268,7th grade (12 yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
269,7th grade (12 yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
270,7th grade (12 yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
271,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
272,7th grade (12 yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 2, 'de': 1, 'en': 3}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
273,8th grade (13yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 1, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
274,8th grade (13yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 2, 'ar': 3, 'en': 1}",{},"{'de': 1, 'ar': 3, 'en': 2}",de,TIE,ar
275,8th grade (13yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 3, 'ar': 1}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
276,8th grade (13yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
277,8th grade (13yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
278,9th grade (14yo),"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
279,9th grade (14yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 3, 'de': 2, 'en': 1}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
280,9th grade (14yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
281,9th grade (14yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
282,9th grade (14yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 3, 'ar': 2}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
283,9th grade (14yo),"{'ar': 1, 'de': 3, 'en': 2}","{'ar': 2, 'de': 3, 'en': 1}",{},"{'ar': 1, 'de': 3, 'en': 2}",ar,en,de
284,10th grade (15yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
285,10th grade (15yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 3, 'de': 1}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
286,10th grade (15yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
287,10th grade (15yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
288,10th grade (15yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 2, 'ar': 1, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
289,10th grade (15yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
290,2nd grade (7yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
291,2nd grade (7yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 2, 'de': 1, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
292,2nd grade (7yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 2, 'de': 1, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
293,2nd grade (7yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 2, 'ar': 1, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
294,2nd grade (7yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
295,2nd grade (7yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 2, 'ar': 3, 'en': 1}",{},"{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
296,4th grade (9yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'ar': 1, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,TIE,en
297,4th grade (9yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 3, 'de': 1}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
298,4th grade (9yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
299,6th grade (11yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
300,6th grade (11yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 2, 'de': 3, 'ar': 1}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
301,6th grade (11yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'de': 3, 'en': 2}",ar,en,de
302,6th grade (11yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 2, 'de': 1, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
