"Topic Area","Topic","Progress Level","Exercise","qwen-plus solution"
"Geometry","spatial orientation and positional relationships","E","Auf einem Stadtplan startet ein Taxi bei (3, 3) und folgt folgendem Weg: 2 Block nach links, 1 Block nach oben, 5 Block nach rechts, 4 Block nach unten. Wo endet es?","Um diese Matheaufgabe zu lösen, betrachten wir die Bewegungen des Taxis Schritt für Schritt im Koordinatensystem.

### Gegebene Startposition:
Das Taxi startet bei den Koordinaten **(3, 3)**.  
Im üblichen Koordinatensystem bedeutet das:
- Die **erste Zahl** ist die **x-Koordinate** (horizontal: rechts/links)
- Die **zweite Zahl** ist die **y-Koordinate** (vertikal: oben/unten)

---

### Schrittweise Bewegung:

1. **2 Blöcke nach links**  
   → Links bedeutet **x-Koordinate verringert sich um 2**  
   Neue Position:  
   $$
   (3 - 2, 3) = (1, 3)
   $$

2. **1 Block nach oben**  
   → Oben bedeutet **y-Koordinate erhöht sich um 1**  
   Neue Position:  
   $$
   (1, 3 + 1) = (1, 4)
   $$

3. **5 Blöcke nach rechts**  
   → Rechts bedeutet **x-Koordinate erhöht sich um 5**  
   Neue Position:  
   $$
   (1 + 5, 4) = (6, 4)
   $$

4. **4 Blöcke nach unten**  
   → Unten bedeutet **y-Koordinate verringert sich um 4**  
   Neue Position:  
   $$
   (6, 4 - 4) = (6, 0)
   $$

---

### ✅ Endgültige Position:
Das Taxi endet bei der Position **(6, 0)**.

Wenn du magst, kann ich dir das auch in einem Diagramm oder als Animation erklären!"
"Geometry","spatial orientation and positional relationships","E","Beschreibe die Transformation: (x, y) → (–x, y)","Die Transformation $(x, y) \rightarrow (-x, y)$ beschreibt eine **Spiegelung eines Punktes an der y-Achse** im Koordinatensystem. Hier ist die Erklärung Schritt für Schritt:

---

### 🔍 **Was bedeutet diese Transformation?**

Wenn du einen Punkt $(x, y)$ hast und ihn transformierst zu $(-x, y)$, dann:

- bleibt die **y-Koordinate gleich** (also ändert sich nichts in der Höhe/Vertikalen),
- aber die **x-Koordinate wechselt ihr Vorzeichen** (das bedeutet: aus positiv wird negativ und umgekehrt).

---

### 📐 **Beispiel:**

Nehmen wir den Punkt $P = (3, 2)$.

Wenden wir die Transformation an:
$$
(x, y) = (3, 2) \quad \Rightarrow \quad (-x, y) = (-3, 2)
$$

Der neue Punkt $(-3, 2)$ liegt genau **spiegelbildlich zum ursprünglichen Punkt bezüglich der y-Achse**.

---

### 🧭 **Geometrische Bedeutung:**

Diese Transformation ist eine **Achsenspiegelung an der y-Achse**.

- Jeder Punkt wird so gespiegelt, dass er auf der anderen Seite der y-Achse landet,
- und zwar im gleichen Abstand zur Achse wie vorher.

---

### 🎨 Visualisierung:

Stell dir vor, du hast ein Bild in einem Koordinatensystem. Wenn du jeden Punkt dieses Bildes mit dieser Regel transformierst, dann erscheint das Bild danach wie in einem Spiegel an der y-Achse – also **horizontal gespiegelt**.

---

### ✅ **Zusammenfassung:**

Die Transformation  
$$
(x, y) \rightarrow (-x, y)
$$  
bedeutet:

- Der Punkt wird **an der y-Achse gespiegelt**.
- Die x-Koordinate kehrt ihr Vorzeichen um.
- Die y-Koordinate bleibt unverändert.

---

Wenn du willst, können wir auch gern ein paar Punkte gemeinsam transformieren oder schauen, wie das bei einer Funktion oder einem Graphen aussieht!"
"Geometry","spatial orientation and positional relationships","F","Ein Punkt bewegt sich von A(2, 3) nach B(7, –2). Drücke diese Bewegung als Vektor aus.","Um die Bewegung von einem Punkt zu einem anderen als **Vektor** auszudrücken, musst du einfach die **Differenz der Koordinaten** berechnen.

### Gegeben:
- Anfangspunkt $ A(2, 3) $
- Endpunkt $ B(7, -2) $

### Vorgehensweise:

Ein **Verschiebungsvektor** von Punkt $ A $ nach Punkt $ B $ wird berechnet durch:

$$
\vec{v} = \overrightarrow{AB} = B - A = (x_B - x_A, \ y_B - y_A)
$$

Setze die Werte ein:

$$
\vec{v} = (7 - 2,\ -2 - 3) = (5,\ -5)
$$

### Ergebnis:
Die Bewegung von $ A $ nach $ B $ lässt sich als Vektor schreiben:

$$
\boxed{\begin{pmatrix} 5 \\ -5 \end{pmatrix}}
$$

Das bedeutet: Der Punkt bewegt sich um **5 Einheiten nach rechts** und **5 Einheiten nach unten**. ✅

Falls du noch mehr über Vektoren oder Verschiebungen lernen willst, helfe ich dir gerne weiter!"
"Geometry","spatial orientation and positional relationships","F","Bestimme den Mittelpunkt der Strecke, die die Punkte (4, –1) und (–2, 5) verbindet.","Um den **Mittelpunkt einer Strecke** zwischen zwei Punkten zu bestimmen, verwendest du die sogenannte **Mittelpunkformel**. Wenn du zwei Punkte in der Ebene hast, sagen wir:

- Punkt A: $(x_1, y_1)$  
- Punkt B: $(x_2, y_2)$

Dann ist der Mittelpunkt $M$ dieser Strecke gegeben durch:

$$
M = \left( \frac{x_1 + x_2}{2}, \frac{y_1 + y_2}{2} \right)
$$

---

### Gegebene Punkte:
- Erster Punkt: $(4, -1)$
- Zweiter Punkt: $(-2, 5)$

Setze diese Werte nun in die Formel ein:

$$
x_{\text{mitte}} = \frac{4 + (-2)}{2} = \frac{2}{2} = 1
$$
$$
y_{\text{mitte}} = \frac{-1 + 5}{2} = \frac{4}{2} = 2
$$

---

### Ergebnis:
Der Mittelpunkt der Strecke ist also:

$$
\boxed{(1, 2)}
$$

Wenn du magst, kann ich dir das auch grafisch oder anschaulich erklären!"
"Geometry","spatial orientation and positional relationships","F","Ein Roboter folgt dem Vektor ⟨3, –4⟩, ausgehend von dem Punkt (1, 2). Wo landet er am Ende?","Um diese Matheaufgabe zu lösen, musst du einfach den **Ausgangspunkt** mit dem **Vektor** addieren.

---

### Gegeben:
- **Startpunkt**: $ (1, 2) $
- **Vektor**: $ \langle 3, -4 \rangle $

---

### Schritt-für-Schritt:

Du bewegst dich vom Startpunkt aus in Richtung des Vektors. Das bedeutet, du **addierst die Koordinaten des Vektors zu den Koordinaten des Startpunkts**:

$$
\text{Neuer Punkt} = (1 + 3,\ 2 + (-4)) = (4,\ -2)
$$

---

### Lösung:
Der Roboter landet am Punkt  
$$
\boxed{(4,\ -2)}
$$

---

Wenn du dir das bildlich vorstellst: Der Roboter startet bei (1, 2), geht 3 Einheiten nach rechts (weil x positiv ist) und 4 Einheiten nach unten (weil y negativ ist), und kommt dann bei (4, -2) an."
"Geometry","spatial orientation and positional relationships","F","Eine Drohne fliegt 4 Einheiten nach Norden und dann 3 Einheiten nach Westen. Wie lautet der Verschiebungsvektor?","Sehr gerne! 🚁

Du hast folgende Aufgabe:

> **Eine Drohne fliegt 4 Einheiten nach Norden und dann 3 Einheiten nach Westen. Wie lautet der Verschiebungsvektor?**

---

### Schritt 1: Koordinatensystem festlegen

Um Vektoren zu verwenden, legen wir zunächst ein einfaches **Koordinatensystem** fest:

- Die Drohne startet am Ursprung: $(0, 0)$
- **Norden** bedeutet in positiver y-Richtung ↑
- **Westen** bedeutet in negativer x-Richtung ←

---

### Schritt 2: Bewegungen als Vektor schreiben

Die Drohne fliegt:

1. **4 Einheiten nach Norden**:  
   Das ist eine Bewegung entlang der y-Achse:  
   $\begin{pmatrix} 0 \\ 4 \end{pmatrix}$

2. **3 Einheiten nach Westen**:  
   Das ist eine Bewegung entlang der x-Achse (nach links):  
   $\begin{pmatrix} -3 \\ 0 \end{pmatrix}$

---

### Schritt 3: Gesamtverschiebung berechnen

Um den **Verschiebungsvektor** zu erhalten, addierst du die beiden Vektoren:

$$
\begin{pmatrix} 0 \\ 4 \end{pmatrix} + \begin{pmatrix} -3 \\ 0 \end{pmatrix} = \begin{pmatrix} -3 \\ 4 \end{pmatrix}
$$

---

### ✅ Lösung:

Der **Verschiebungsvektor** ist:
$$
\boxed{\begin{pmatrix} -3 \\ 4 \end{pmatrix}}
$$

Das bedeutet: Die Drohne ist insgesamt **3 Einheiten nach Westen** und **4 Einheiten nach Norden** vom Startpunkt verschoben.

Falls du auch den **Betrag des Vektors** (also die Luftlinienentfernung) wissen willst, kann ich dir das auch zeigen! 😊"
"Geometry","spatial orientation and positional relationships","F","Drehe den Vektor ⟨2, 1⟩ um 90° gegen den Uhrzeigersinn. Wie lautet der neue Vektor?","Um den Vektor ⟨2, 1⟩ um **90° gegen den Uhrzeigersinn** zu drehen, gibt es eine einfache Methode in der 2D-Vektordrehung.

### 📌 Regel für Drehung um 90° gegen den Uhrzeigersinn:
Wenn du einen Vektor ⟨x, y⟩ um **90° gegen den Uhrzeigersinn** drehst, wird daraus der neue Vektor:

$$
\langle -y, x \rangle
$$

### 🔁 Anwenden auf deinen Vektor ⟨2, 1⟩:
- x = 2
- y = 1

Neuer Vektor:

$$
\langle -1, 2 \rangle
$$

---

### ✅ Antwort:
Der gedrehte Vektor ist **⟨–1, 2⟩**.

---

Wenn du dich fragst, warum das so funktioniert: Es ist eine Vereinfachung der allgemeinen Rotationsmatrix für 2D-Vektoren bei einer Drehung um 90°.  
Die Rotationsmatrix für 90° gegen den Uhrzeigersinn lautet:

$$
\begin{bmatrix}
0 & -1 \\
1 & 0
\end{bmatrix}
\cdot
\begin{bmatrix}
x \\
y
\end{bmatrix}
=
\begin{bmatrix}
-y \\
x
\end{bmatrix}
$$

Aber wie du siehst, reicht es, dir die Regel ⟨x, y⟩ → ⟨–y, x⟩ zu merken. 😊"
"Geometry","spatial orientation and positional relationships","G","Bestimme die Koordinaten des Punktes B, nachdem Punkt A(2, 3) um 90° im Uhrzeigersinn um den Ursprung rotiert wurde.","Um den Punkt $ A(2, 3) $ um **90° im Uhrzeigersinn** um den **Ursprung (0, 0)** zu rotieren und die neuen Koordinaten des Punktes $ B $ zu bestimmen, gibt es eine einfache Methode.

---

### 🔄 Drehung um 90° im Uhrzeigersinn – Formel:

Wenn du einen Punkt $ (x, y) $ um **90° im Uhrzeigersinn** um den Ursprung drehst, dann sind die neuen Koordinaten:

$$
(x, y) \rightsquigarrow (y, -x)
$$

---

### 🔍 Anwenden auf deinen Punkt $ A(2, 3) $:

- $ x = 2 $
- $ y = 3 $

Einsetzen in die Formel:

$$
B = (y, -x) = (3, -2)
$$

---

### ✅ Ergebnis:
Der Punkt $ B $ nach der 90°-Drehung im Uhrzeigersinn um den Ursprung hat die Koordinaten:

$$
\boxed{(3, -2)}
$$

---

Wenn du dir das bildlich vorstellen willst:  
Der Punkt $ A(2, 3) $ liegt im ersten Quadranten. Nach einer Rechtsdrehung (90°) zeigt er nun in Richtung des vierten Quadranten – und dort ist der Punkt $ (3, -2) $."
"Geometry","spatial orientation and positional relationships","G","Erkläre, wie man sich von Punkt A(0,0,0) zu Punkt B(3,2,5) im dreidimensionalen Raum bewegt.","Um die Bewegung von **Punkt A(0,0,0)** zu **Punkt B(3,2,5)** im dreidimensionalen Raum zu verstehen oder zu beschreiben, kannst du dir das wie folgt vorstellen:

---

### 🧭 1. Verstehe die Koordinaten
- Beide Punkte sind im dreidimensionalen Raum gegeben (x, y, z).
- **A(0,0,0)** ist der Ursprung – also der Startpunkt.
- **B(3,2,5)** bedeutet:
  - **x = 3** → 3 Einheiten nach vorne (oder rechts, je nach Perspektive),
  - **y = 2** → 2 Einheiten zur Seite (z. B. nach links/rechts, je nach Definition der Achsen),
  - **z = 5** → 5 Einheiten nach oben.

---

### 🚶‍♂️ 2. Wie bewegt man sich von A nach B?
Man kann sich von A nach B auf viele Arten bewegen (z. B. entlang einer Kurve), aber der **direkteste Weg** ist eine **gerade Linie** zwischen den beiden Punkten.

#### ✅ Gerichteter Vektor (Verschiebungsvektor):
Der Vektor von A nach B berechnet sich so:

$$
\vec{v} = \vec{B} - \vec{A} = (3-0, 2-0, 5-0) = (3, 2, 5)
$$

Das bedeutet:  
Du bewegst dich vom Punkt A aus:
- **3 Einheiten in x-Richtung**,  
- **2 Einheiten in y-Richtung**,  
- **5 Einheiten in z-Richtung**.

---

### 📐 3. Entfernung zwischen A und B
Wenn du dich gerade von A nach B bewegst, kannst du die **Länge dieser geraden Strecke** mit dem Satz des Pythagoras im 3D-Raum berechnen:

$$
\text{Abstand} = |\vec{v}| = \sqrt{3^2 + 2^2 + 5^2} = \sqrt{9 + 4 + 25} = \sqrt{38} ≈ 6,16 \text{ Einheiten}
$$

---

### 🧮 Fazit:
Um dich von **A(0,0,0)** zu **B(3,2,5)** zu bewegen:
- Gehe **3 Einheiten in x-Richtung**,
- **2 Einheiten in y-Richtung**,
- **5 Einheiten in z-Richtung**.
- Der direkte Abstand beträgt etwa **6,16 Einheiten**.

Wenn du willst, kann ich dir auch zeigen, wie man diese Bewegung als Geradengleichung darstellt oder wie man sie animiert darstellen könnte. 😊"
"Geometry","spatial orientation and positional relationships","G","Bestimme, ob das Dreieck ABC mit A(1,1), B(3,4), C(5,7) rechtwinklig ist.","Um zu prüfen, ob das Dreieck $ABC$ mit den Punkten  
- $A(1,1)$,  
- $B(3,4)$,  
- $C(5,7)$  

rechtwinklig ist, gibt es mehrere Möglichkeiten. Eine gängige Methode ist die **Prüfung auf orthogonale (senkrechte) Vektoren** mithilfe des **Skalarprodukts**.

---

### 🔍 Schritt 1: Bestimme die Seiten als Vektoren

Wir berechnen die Verbindungsvektoren zwischen den Punkten:

- $\vec{AB} = \vec{B} - \vec{A} = (3 - 1, 4 - 1) = (2, 3)$
- $\vec{AC} = \vec{C} - \vec{A} = (5 - 1, 7 - 1) = (4, 6)$
- $\vec{BC} = \vec{C} - \vec{B} = (5 - 3, 7 - 4) = (2, 3)$

Du hast also:
- $\vec{AB} = (2, 3)$
- $\vec{AC} = (4, 6)$
- $\vec{BC} = (2, 3)$

---

### 🧮 Schritt 2: Prüfe alle möglichen Winkel auf Rechtwinkligkeit

Ein Dreieck ist rechtwinklig, wenn zwei seiner Seiten senkrecht zueinander sind – also ihr **Skalarprodukt 0 ergibt**.

#### ➤ Prüfe $\vec{AB} \cdot \vec{AC}$:
$$
\vec{AB} \cdot \vec{AC} = (2)(4) + (3)(6) = 8 + 18 = 26 \neq 0
$$

➡️ Nicht rechtwinklig an dieser Ecke.

#### ➤ Prüfe $\vec{AB} \cdot \vec{BC}$:
$$
\vec{AB} \cdot \vec{BC} = (2)(2) + (3)(3) = 4 + 9 = 13 \neq 0
$$

➡️ Auch nicht rechtwinklig.

#### ➤ Prüfe $\vec{AC} \cdot \vec{BC}$:
$$
\vec{AC} \cdot \vec{BC} = (4)(2) + (6)(3) = 8 + 18 = 26 \neq 0
$$

➡️ Wieder kein rechter Winkel.

---

### ❌ Ergebnis:

**Keine der Seiten steht senkrecht auf einer anderen**, daher ist das Dreieck **nicht rechtwinklig**.

---

### 💡 Alternative Methode: Satz des Pythagoras

Du könntest auch die Längen der drei Seiten berechnen und schauen, ob der **Satz des Pythagoras** gilt ($a^2 + b^2 = c^2$, wobei $c$ die längste Seite ist).

#### Berechne die Seitenlängen:
- $|\vec{AB}| = \sqrt{2^2 + 3^2} = \sqrt{4+9} = \sqrt{13}$
- $|\vec{BC}| = \sqrt{2^2 + 3^2} = \sqrt{13}$
- $|\vec{AC}| = \sqrt{4^2 + 6^2} = \sqrt{16 + 36} = \sqrt{52}$

Prüfe Pythagoras:
$$
(\sqrt{13})^2 + (\sqrt{13})^2 = 13 + 13 = 26 \\
(\sqrt{52})^2 = 52 \neq 26
$$

➡️ Also gilt der Satz des Pythagoras **nicht** → Das Dreieck ist **nicht rechtwinklig**.

---

### ✅ Fazit:

Das Dreieck mit den Punkten $A(1,1), B(3,4), C(5,7)$ **ist nicht rechtwinklig**.

Wenn du willst, kann ich dir auch zeigen, wie man das grafisch oder mit einem Koordinatensystem darstellen könnte!"
"Geometry","spatial orientation and positional relationships","G","Ein Punkt ist 2 Einheiten von A(2,3) und 2 Einheiten von B(6,3) entfernt. Beschreibe die möglichen Standorte dieses Punktes.","Wir sollen alle Punkte finden, die **2 Einheiten von A(2,3)** und gleichzeitig **2 Einheiten von B(6,3)** entfernt sind.

### Schritt 1: Verständnis der Aufgabe

Du suchst einen Punkt (x, y), für den gilt:

- Der Abstand zu A(2,3) ist genau 2.
- Der Abstand zu B(6,3) ist ebenfalls genau 2.

Das bedeutet:  
Der Punkt liegt auf dem Schnittpunkt zweier **Kreise** –  
- Einem Kreis um A mit Radius 2  
- Und einem Kreis um B mit Radius 2

---

### Schritt 2: Gleichungen der Kreise aufstellen

Die allgemeine Formel für einen Kreis mit Mittelpunkt $(x_0, y_0)$ und Radius $r$ ist:

$$
(x - x_0)^2 + (y - y_0)^2 = r^2
$$

Also:

- Kreis um A(2,3):  
  $$
  (x - 2)^2 + (y - 3)^2 = 4 \tag{1}
  $$

- Kreis um B(6,3):  
  $$
  (x - 6)^2 + (y - 3)^2 = 4 \tag{2}
  $$

---

### Schritt 3: Beide Gleichungen subtrahieren

Ziehe Gleichung (1) von Gleichung (2):

$$
[(x - 6)^2 + (y - 3)^2] - [(x - 2)^2 + (y - 3)^2] = 4 - 4
$$

Vereinfachen:

$$
(x - 6)^2 - (x - 2)^2 = 0
$$

Jetzt Klammern auflösen:

$$
(x^2 - 12x + 36) - (x^2 - 4x + 4) = 0
$$

$$
x^2 -12x +36 -x^2 +4x -4 = 0
$$

$$
(-8x + 32) = 0
\Rightarrow x = 4
$$

---

### Schritt 4: x = 4 in eine Kreisgleichung einsetzen

Setze in Gleichung (1) ein:

$$
(x - 2)^2 + (y - 3)^2 = 4
\Rightarrow (4 - 2)^2 + (y - 3)^2 = 4
\Rightarrow 4 + (y - 3)^2 = 4
\Rightarrow (y - 3)^2 = 0
\Rightarrow y = 3
$$

---

### ✅ Lösung:

Es gibt **genau einen Punkt**, der von beiden Punkten A(2,3) und B(6,3) **jeweils 2 Einheiten entfernt** ist:  
$$
\boxed{(4, 3)}
$$

---

### 🧠 Erklärung warum nur ein Punkt:

- Die zwei Kreise haben denselben Radius (2).
- Der Abstand zwischen A und B ist:
  $$
  \sqrt{(6 - 2)^2 + (3 - 3)^2} = \sqrt{16} = 4
  $$
- Das heißt: Die Kreise berühren sich **von außen** genau an **einem Punkt** – nämlich **in der Mitte zwischen A und B**.

---

### Fazit:

Die mögliche Position des Punktes ist:
$$
\boxed{(4,\ 3)}
$$"
"Geometry","spatial orientation and positional relationships","H","Stellen Sie die Diagonale eines Würfels als Vektor im dreidimensionalen Raum dar, gegeben sind die Eckpunkte (0,0,0) und (1,1,1).","Sehr gerne! Die Aufgabe lautet:  
**Stellen Sie die Diagonale eines Würfels als Vektor im dreidimensionalen Raum dar, gegeben sind die Eckpunkte (0,0,0) und (1,1,1).**

---

### 🧩 **Verständnis der Aufgabe**
Ein Würfel im dreidimensionalen Raum hat 8 Ecken. Wenn zwei dieser Ecken gegeben sind:

- $ A = (0, 0, 0) $
- $ B = (1, 1, 1) $

…dann handelt es sich bei der Strecke zwischen diesen beiden Punkten um eine sogenannte **Raumdiagonale des Würfels**.

Die Aufgabe verlangt von dir, diese Diagonale **als Vektor** darzustellen.

---

### ✏️ **Schritt-für-Schritt: Wie man den Vektor berechnet**

Um einen Vektor zwischen zwei Punkten zu finden, ziehst du den Ausgangspunkt vom Endpunkt ab:

$$
\vec{v} = \overrightarrow{AB} = B - A = (1 - 0, \ 1 - 0, \ 1 - 0)
$$

$$
\vec{v} = (1,\ 1,\ 1)
$$

Das bedeutet: Der Vektor, der von $ A = (0,0,0) $ nach $ B = (1,1,1) $ zeigt, ist

$$
\boxed{\vec{v} = \begin{pmatrix} 1 \\ 1 \\ 1 \end{pmatrix}}
$$

---

### 📌 **Zusatzinfo (falls interessiert):**
- Dieser Vektor beschreibt also die Richtung und Länge der **Raumdiagonalen** des Einheitswürfels (Würfel mit Kantenlänge 1).
- Die **Länge des Vektors**, also die Länge der Diagonalen, kannst du mit dem Satz des Pythagoras im 3D-Raum berechnen:

$$
|\vec{v}| = \sqrt{1^2 + 1^2 + 1^2} = \sqrt{3}
$$

---

### 🎯 **Zusammenfassung:**
- Gegebene Punkte: $ (0,0,0) $ und $ (1,1,1) $
- Gesuchter Vektor (Diagonale):  
  $$
  \boxed{\vec{v} = \begin{pmatrix} 1 \\ 1 \\ 1 \end{pmatrix}}
  $$

Wenn du noch mehr zu diesem Thema wissen willst (z. B. wie man andere Diagonalen oder Winkel berechnet), helfe ich dir gerne weiter! 😊"
"Geometry","spatial orientation and positional relationships","H","Bestimme den Winkel zwischen den beiden 3D-Vektoren: v₁ = (1, 2, 3) und v₂ = (4, -1, 0).","Um den **Winkel zwischen zwei 3D-Vektoren** zu berechnen, verwendest du das **Skalarprodukt** und die **Länge (Betrag)** der Vektoren.

---

### Gegeben:

- Vektor $ \vec{v_1} = (1, 2, 3) $
- Vektor $ \vec{v_2} = (4, -1, 0) $

---

## 🔹 Schritt 1: Skalarprodukt berechnen

Das **Skalarprodukt** zweier Vektoren $ \vec{v_1} = (x_1, y_1, z_1) $ und $ \vec{v_2} = (x_2, y_2, z_2) $ ist:

$$
\vec{v_1} \cdot \vec{v_2} = x_1 \cdot x_2 + y_1 \cdot y_2 + z_1 \cdot z_2
$$

Einsetzen:

$$
\vec{v_1} \cdot \vec{v_2} = 1 \cdot 4 + 2 \cdot (-1) + 3 \cdot 0 = 4 - 2 + 0 = 2
$$

---

## 🔹 Schritt 2: Beträge der Vektoren berechnen

Der **Betrag eines Vektors** $ \vec{v} = (x, y, z) $ ist:

$$
|\vec{v}| = \sqrt{x^2 + y^2 + z^2}
$$

Für $ \vec{v_1} $:

$$
|\vec{v_1}| = \sqrt{1^2 + 2^2 + 3^2} = \sqrt{1 + 4 + 9} = \sqrt{14}
$$

Für $ \vec{v_2} $:

$$
|\vec{v_2}| = \sqrt{4^2 + (-1)^2 + 0^2} = \sqrt{16 + 1 + 0} = \sqrt{17}
$$

---

## 🔹 Schritt 3: Winkel mit Kosinus-Formel berechnen

Die Formel für den **Winkel $ \theta $** zwischen zwei Vektoren lautet:

$$
\cos(\theta) = \frac{\vec{v_1} \cdot \vec{v_2}}{|\vec{v_1}| \cdot |\vec{v_2}|}
$$

Einsetzen:

$$
\cos(\theta) = \frac{2}{\sqrt{14} \cdot \sqrt{17}} = \frac{2}{\sqrt{238}}
$$

Jetzt rechnen wir das aus:

$$
\cos(\theta) \approx \frac{2}{15.427} \approx 0.1296
$$

Und dann den **Winkel $ \theta $** mit dem Arkuskosinus (cos⁻¹):

$$
\theta = \cos^{-1}(0.1296) \approx 82.57^\circ
$$

---

### ✅ Endergebnis:

Der **Winkel zwischen den Vektoren** beträgt ungefähr:

$$
\boxed{82.57^\circ}
$$

Wenn du willst, kann ich dir auch zeigen, wie man das in Radiant angibt oder genauer berechnet."
"Geometry","spatial orientation and positional relationships","H","Bestimme die Koordinaten eines Punktes, nachdem er um 90° entlang der z-Achse im dreidimensionalen Raum rotiert wurde.","Um einen Punkt im dreidimensionalen Raum um die **z-Achse** um **90° entgegen dem Uhrzeigersinn (mathematisch positiv)** zu rotieren, verwendest du eine sogenannte **Rotationsmatrix**.

---

### 🔁 Grundidee:

Beim Drehen um die z-Achse bleibt die **z-Koordinate gleich**, während sich **x und y verändern**. Du betrachtest also nur die x-y-Ebene und drehst den Punkt dort wie in der 2D-Geometrie.

---

## 📐 Rotationsmatrix für eine Drehung um die z-Achse

Die allgemeine **Rotationsmatrix um die z-Achse** lautet:

$$
R_z(\theta) = 
\begin{pmatrix}
\cos \theta & -\sin \theta & 0 \\
\sin \theta & \cos \theta & 0 \\
0 & 0 & 1
\end{pmatrix}
$$

Für eine **90° Drehung entgegen dem Uhrzeigersinn** gilt:
- $\cos(90^\circ) = 0$
- $\sin(90^\circ) = 1$

Also wird die Matrix zu:

$$
R_z(90^\circ) = 
\begin{pmatrix}
0 & -1 & 0 \\
1 & 0 & 0 \\
0 & 0 & 1
\end{pmatrix}
$$

---

## 🧮 Beispielrechnung

Angenommen, du hast den Punkt $ P = \begin{pmatrix} x \\ y \\ z \end{pmatrix} $, z. B. $ P = \begin{pmatrix} 2 \\ 3 \\ 5 \end{pmatrix} $

Du multiplizierst die Rotationsmatrix mit dem Vektor:

$$
P' = R_z(90^\circ) \cdot P =
\begin{pmatrix}
0 & -1 & 0 \\
1 & 0 & 0 \\
0 & 0 & 1
\end{pmatrix}
\cdot
\begin{pmatrix}
2 \\
3 \\
5
\end{pmatrix}
=
\begin{pmatrix}
0 \cdot 2 + (-1) \cdot 3 + 0 \cdot 5 \\
1 \cdot 2 + 0 \cdot 3 + 0 \cdot 5 \\
0 \cdot 2 + 0 \cdot 3 + 1 \cdot 5
\end{pmatrix}
=
\begin{pmatrix}
-3 \\
2 \\
5
\end{pmatrix}
$$

---

## ✅ Ergebnis:

Der neue Punkt nach einer **90°-Drehung um die z-Achse** ist:

$$
P' = \begin{pmatrix} -3 \\ 2 \\ 5 \end{pmatrix}
$$

---

## 🧠 Merkregel:

Wenn du einen Punkt $(x, y, z)$ um **90° entgegen dem Uhrzeigersinn um die z-Achse** drehst, wird daraus:

$$
(x', y', z') = (-y, x, z)
$$

---

Wenn du stattdessen **mit dem Uhrzeigersinn** drehen willst, kehren sich die Vorzeichen entsprechend um:

$$
(x', y', z') = (y, -x, z)
$$

---

Hast du einen konkreten Punkt, den du rotieren möchtest? Dann kann ich dir gerne die genaue Rechnung zeigen!"
