Exercise Index,Progress Level,gpt-4o-mini Ranking,gemini-2.5-flash Ranking,qwen-plus Ranking,claude-3-5-haiku Ranking,Best,Mid,Worst
152,7th grade (12 yo),{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",en,de,TIE
153,8th grade (13yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 1, 'en': 3}",en,de,ar
154,8th grade (13yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
155,8th grade (13yo),{},"{'de': 3, 'en': 1, 'ar': 2}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
156,8th grade (13yo),{},"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
157,8th grade (13yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 3, 'ar': 2, 'en': 1}","{'de': 3, 'ar': 2, 'en': 1}",en,ar,de
158,9th grade (14yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
159,9th grade (14yo),{},"{'ar': 2, 'en': 3, 'de': 1}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",TIE,TIE,TIE
160,9th grade (14yo),{},"{'en': 3, 'ar': 1, 'de': 2}","{'en': 3, 'ar': 1, 'de': 2}","{'en': 1, 'ar': 3, 'de': 2}",ar,de,en
161,9th grade (14yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
162,10th grade (15yo),{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
163,10th grade (15yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
164,10th grade (15yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
165,10th grade (15yo),{},"{'ar': 3, 'de': 1, 'en': 2}","{'ar': 3, 'de': 1, 'en': 2}","{'ar': 1, 'de': 2, 'en': 3}",de,en,ar
166,10th grade (15yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
167,10th grade (15yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
168,2nd grade (7yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,de,ar
169,2nd grade (7yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",en,de,ar
170,2nd grade (7yo),{},"{'de': 3, 'en': 1, 'ar': 2}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
171,2nd grade (7yo),{},"{'en': 3, 'de': 1, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
172,2nd grade (7yo),{},"{'en': 2, 'de': 3, 'ar': 1}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 3, 'ar': 2}",en,ar,de
173,4th grade (9yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}",en,de,ar
174,4th grade (9yo),{},"{'ar': 3, 'de': 1, 'en': 2}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,TIE,ar
175,4th grade (9yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,de,ar
176,4th grade (9yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 3, 'ar': 2, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
177,4th grade (9yo),{},"{'en': 2, 'de': 1, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
178,4th grade (9yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",en,TIE,de
179,6th grade (11yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
180,6th grade (11yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
181,6th grade (11yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
182,6th grade (11yo),{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
183,7th grade (12 yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
184,7th grade (12 yo),{},"{'de': 1, 'ar': 3, 'en': 2}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
185,7th grade (12 yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",en,ar,de
186,7th grade (12 yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",en,ar,de
187,8th grade (13yo),{},"{'ar': 3, 'en': 2, 'de': 1}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",TIE,en,de
188,8th grade (13yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,de,ar
189,8th grade (13yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
190,8th grade (13yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
191,9th grade (14yo),{},"{'en': 2, 'ar': 3, 'de': 1}","{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}",en,TIE,ar
192,9th grade (14yo),{},"{'de': 3, 'en': 1, 'ar': 2}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",en,TIE,ar
193,9th grade (14yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
194,9th grade (14yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
195,10th grade (15yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",en,de,ar
196,10th grade (15yo),{},"{'en': 3, 'de': 1, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
197,10th grade (15yo),{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
198,2nd grade (7yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
199,2nd grade (7yo),{},"{'en': 3, 'ar': 2, 'de': 1}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,TIE
200,2nd grade (7yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 3, 'ar': 2, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}",en,ar,de
201,2nd grade (7yo),{},"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,TIE
202,4th grade (9yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
203,4th grade (9yo),{},"{'ar': 3, 'de': 1, 'en': 2}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,TIE,ar
204,4th grade (9yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",en,de,ar
205,4th grade (9yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
206,6th grade (11yo),{},"{'en': 3, 'ar': 2, 'de': 1}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
207,6th grade (11yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,de,ar
208,6th grade (11yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
209,6th grade (11yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
210,7th grade (12 yo),{},"{'ar': 2, 'en': 3, 'de': 1}","{'ar': 1, 'de': 2, 'en': 3}","{'ar': 2, 'en': 1, 'de': 3}",TIE,ar,en
211,7th grade (12 yo),{},"{'ar': 2, 'de': 1, 'en': 3}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}",en,de,ar
212,7th grade (12 yo),{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",en,de,TIE
213,7th grade (12 yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 3, 'ar': 2, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
214,7th grade (12 yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",en,TIE,de
215,7th grade (12 yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 3, 'en': 1, 'ar': 2}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
216,8th grade (13yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
217,8th grade (13yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
218,8th grade (13yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
219,9th grade (14yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,de,ar
220,9th grade (14yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'en': 2, 'de': 3}",en,de,ar
221,9th grade (14yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
222,10th grade (15yo),{},"{'en': 3, 'de': 1, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
223,10th grade (15yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,de,ar
224,10th grade (15yo),{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 3, 'ar': 1, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
225,2nd grade (7yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 3, 'ar': 2, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}",en,TIE,ar
226,2nd grade (7yo),{},"{'en': 3, 'de': 2, 'ar': 1}","{'en': 2, 'de': 1, 'ar': 3}","{'en': 2, 'de': 1, 'ar': 3}",de,en,ar
227,2nd grade (7yo),{},"{'ar': 2, 'de': 1, 'en': 3}","{'ar': 2, 'de': 1, 'en': 3}","{'ar': 2, 'de': 3, 'en': 1}",de,ar,en
228,2nd grade (7yo),{},"{'de': 3, 'en': 1, 'ar': 2}","{'de': 3, 'en': 1, 'ar': 2}","{'de': 2, 'en': 1, 'ar': 3}",en,ar,de
229,4th grade (9yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",en,de,ar
230,4th grade (9yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}",en,de,ar
231,4th grade (9yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",en,TIE,de
232,4th grade (9yo),{},"{'en': 2, 'ar': 1, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}",en,TIE,de
233,6th grade (11yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
234,6th grade (11yo),{},"{'ar': 1, 'en': 2, 'de': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
235,6th grade (11yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
236,6th grade (11yo),{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
237,6th grade (11yo),{},"{'de': 3, 'en': 1, 'ar': 2}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",en,TIE,ar
238,6th grade (11yo),{},"{'de': 3, 'en': 1, 'ar': 2}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
239,7th grade (12 yo),{},"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'en': 3, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",ar,de,en
240,7th grade (12 yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
241,8th grade (13yo),{},"{'en': 3, 'ar': 2, 'de': 1}","{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,TIE
242,8th grade (13yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
243,8th grade (13yo),{},"{'en': 2, 'ar': 1, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
244,8th grade (13yo),{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
245,9th grade (14yo),{},"{'en': 2, 'de': 1, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
246,9th grade (14yo),{},"{'en': 2, 'ar': 3, 'de': 1}","{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 3, 'de': 2}",en,de,ar
247,9th grade (14yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
248,9th grade (14yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
249,10th grade (15yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",en,de,ar
250,10th grade (15yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
251,10th grade (15yo),{},"{'de': 2, 'en': 3, 'ar': 1}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
252,2nd grade (7yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 3, 'en': 1, 'ar': 2}","{'de': 1, 'en': 2, 'ar': 3}",en,TIE,ar
253,2nd grade (7yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",en,de,ar
254,2nd grade (7yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
255,4th grade (9yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
256,4th grade (9yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
257,4th grade (9yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
258,4th grade (9yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 3, 'ar': 2, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",en,ar,de
259,6th grade (11yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",en,de,ar
260,6th grade (11yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",en,TIE,de
261,6th grade (11yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
262,6th grade (11yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",en,de,ar
263,6th grade (11yo),{},"{'ar': 3, 'de': 1, 'en': 2}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,TIE,ar
264,6th grade (11yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}",en,de,ar
265,6th grade (11yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",en,TIE,de
266,7th grade (12 yo),{},"{'de': 3, 'en': 2, 'ar': 1}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
267,7th grade (12 yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
268,7th grade (12 yo),{},"{'de': 1, 'en': 3, 'ar': 2}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
269,7th grade (12 yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",en,de,ar
270,7th grade (12 yo),{},"{'de': 1, 'ar': 2, 'en': 3}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
271,7th grade (12 yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}","{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
272,7th grade (12 yo),{},"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
273,8th grade (13yo),{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
274,8th grade (13yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,de,ar
275,8th grade (13yo),{},"{'en': 2, 'ar': 3, 'de': 1}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
276,8th grade (13yo),{},"{'en': 2, 'ar': 3, 'de': 1}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,TIE,ar
277,8th grade (13yo),{},"{'en': 2, 'ar': 3, 'de': 1}","{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}",en,TIE,ar
278,9th grade (14yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}",en,de,ar
279,9th grade (14yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
280,9th grade (14yo),{},"{'en': 2, 'de': 1, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
281,9th grade (14yo),{},"{'en': 2, 'ar': 3, 'de': 1}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
282,9th grade (14yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
283,9th grade (14yo),{},"{'en': 2, 'de': 1, 'ar': 3}","{'en': 3, 'de': 1, 'ar': 2}","{'en': 2, 'de': 1, 'ar': 3}",de,en,ar
284,10th grade (15yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
285,10th grade (15yo),{},"{'ar': 1, 'de': 3, 'en': 2}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,TIE
286,10th grade (15yo),{},"{'en': 2, 'de': 1, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
287,10th grade (15yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
288,10th grade (15yo),{},"{'en': 1, 'de': 3, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
289,10th grade (15yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
290,2nd grade (7yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,de,ar
291,2nd grade (7yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",en,ar,TIE
292,2nd grade (7yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
293,2nd grade (7yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
294,2nd grade (7yo),{},"{'en': 2, 'ar': 3, 'de': 1}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
295,2nd grade (7yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
296,4th grade (9yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",en,de,ar
297,4th grade (9yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}",en,de,ar
298,4th grade (9yo),{},"{'ar': 3, 'de': 1, 'en': 2}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,TIE,ar
299,6th grade (11yo),{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
300,6th grade (11yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
301,6th grade (11yo),{},"{'ar': 1, 'de': 3, 'en': 2}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,TIE,de
302,6th grade (11yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",en,de,ar
303,7th grade (12 yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,de,ar
304,7th grade (12 yo),{},"{'de': 1, 'ar': 3, 'en': 2}","{'de': 3, 'ar': 2, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,TIE
