Exercise Index,Progress Level,gpt-4o-mini Ranking,gemini-2.5-flash Ranking,qwen-plus Ranking,claude-3-5-haiku Ranking,Best,Mid,Worst
151,7th grade (12 yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
152,7th grade (12 yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
153,8th grade (13yo),"{'ar': 2, 'en': 1, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",en,ar,de
154,8th grade (13yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
155,8th grade (13yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
156,8th grade (13yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
157,8th grade (13yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
158,9th grade (14yo),"{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
159,9th grade (14yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
160,9th grade (14yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 3, 'en': 2}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
161,9th grade (14yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
162,10th grade (15yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
163,10th grade (15yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
164,10th grade (15yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
165,10th grade (15yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
166,10th grade (15yo),"{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
167,10th grade (15yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
168,2nd grade (7yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
169,2nd grade (7yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
170,2nd grade (7yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
171,2nd grade (7yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
172,2nd grade (7yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
173,4th grade (9yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
174,4th grade (9yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
175,4th grade (9yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
176,4th grade (9yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
177,4th grade (9yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
178,4th grade (9yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
179,6th grade (11yo),"{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
180,6th grade (11yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
181,6th grade (11yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
182,6th grade (11yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 2, 'ar': 1, 'en': 3}","{'de': 2, 'ar': 3, 'en': 1}",TIE,de,en
183,7th grade (12 yo),"{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
184,7th grade (12 yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
185,7th grade (12 yo),"{'ar': 2, 'de': 1, 'en': 3}",{},"{'ar': 2, 'de': 1, 'en': 3}","{'ar': 1, 'de': 2, 'en': 3}",de,ar,en
186,7th grade (12 yo),"{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 2, 'de': 1, 'en': 3}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
187,8th grade (13yo),"{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
188,8th grade (13yo),"{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
189,8th grade (13yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
190,8th grade (13yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
191,9th grade (14yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",de,en,ar
192,9th grade (14yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}",de,TIE,ar
193,9th grade (14yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
194,9th grade (14yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
195,10th grade (15yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
196,10th grade (15yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
197,10th grade (15yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
198,2nd grade (7yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
199,2nd grade (7yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
200,2nd grade (7yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,TIE,ar
201,2nd grade (7yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",de,TIE,ar
202,4th grade (9yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 3, 'en': 1, 'ar': 2}","{'de': 2, 'en': 1, 'ar': 3}",en,TIE,ar
203,4th grade (9yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
204,4th grade (9yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
205,4th grade (9yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
206,6th grade (11yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
207,6th grade (11yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
208,6th grade (11yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
209,6th grade (11yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
210,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
211,7th grade (12 yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
212,7th grade (12 yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
213,7th grade (12 yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
214,7th grade (12 yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
215,7th grade (12 yo),"{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
216,8th grade (13yo),"{'ar': 1, 'de': 3, 'en': 2}",{},"{'ar': 3, 'de': 1, 'en': 2}","{'ar': 1, 'de': 3, 'en': 2}",ar,en,de
217,8th grade (13yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,TIE,ar
218,8th grade (13yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
219,9th grade (14yo),"{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'en': 2, 'de': 3}",ar,de,TIE
220,9th grade (14yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
221,9th grade (14yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
222,10th grade (15yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
223,10th grade (15yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
224,10th grade (15yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
225,2nd grade (7yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
226,2nd grade (7yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
227,2nd grade (7yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
228,2nd grade (7yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 3, 'ar': 2}",en,ar,de
229,4th grade (9yo),"{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
230,4th grade (9yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
231,4th grade (9yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
232,4th grade (9yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
233,6th grade (11yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
234,6th grade (11yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
235,6th grade (11yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
236,6th grade (11yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 2, 'ar': 1, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
237,6th grade (11yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
238,6th grade (11yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
239,7th grade (12 yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
240,7th grade (12 yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
241,8th grade (13yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
242,8th grade (13yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
243,8th grade (13yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
244,8th grade (13yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
245,9th grade (14yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
246,9th grade (14yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
247,9th grade (14yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
248,9th grade (14yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
249,10th grade (15yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
250,10th grade (15yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
251,10th grade (15yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
252,2nd grade (7yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
253,2nd grade (7yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
254,2nd grade (7yo),"{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 1, 'en': 2, 'de': 3}",ar,TIE,de
255,4th grade (9yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
256,4th grade (9yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
257,4th grade (9yo),"{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
258,4th grade (9yo),"{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
259,6th grade (11yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
260,6th grade (11yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
261,6th grade (11yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
262,6th grade (11yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
263,6th grade (11yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 1, 'de': 3, 'en': 2}",ar,en,de
264,6th grade (11yo),"{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 1, 'de': 3, 'en': 2}",ar,TIE,de
265,6th grade (11yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
266,7th grade (12 yo),"{'ar': 1, 'de': 3, 'en': 2}",{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 1, 'de': 3, 'en': 2}",ar,en,de
267,7th grade (12 yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
268,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
269,7th grade (12 yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
270,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
271,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
272,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
273,8th grade (13yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
274,8th grade (13yo),"{'en': 1, 'de': 3, 'ar': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,ar,de
275,8th grade (13yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
276,8th grade (13yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
277,8th grade (13yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
278,9th grade (14yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
279,9th grade (14yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
280,9th grade (14yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
281,9th grade (14yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
282,9th grade (14yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
283,9th grade (14yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
284,10th grade (15yo),"{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
285,10th grade (15yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
286,10th grade (15yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
287,10th grade (15yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 3, 'en': 2, 'de': 1}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
288,10th grade (15yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
289,10th grade (15yo),"{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
290,2nd grade (7yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
291,2nd grade (7yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
292,2nd grade (7yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
293,2nd grade (7yo),"{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
294,2nd grade (7yo),"{'ar': 2, 'en': 1, 'de': 3}",{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
295,2nd grade (7yo),"{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
296,4th grade (9yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
297,4th grade (9yo),"{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
298,4th grade (9yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
299,6th grade (11yo),"{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 3, 'ar': 1, 'en': 2}","{'de': 2, 'ar': 1, 'en': 3}",ar,en,TIE
300,6th grade (11yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'en': 2, 'ar': 3}",de,TIE,ar
301,6th grade (11yo),"{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
302,6th grade (11yo),"{'en': 1, 'de': 3, 'ar': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 3, 'ar': 2}",en,ar,de
