"Topic Area","Topic","Progress Level","Exercise","gpt-4o-mini solution"
"Numbers and Operations","Applying Calculation Strategies","F","احسب القيمة: (2² × 3³) ÷ (2 × 3²)","لحساب القيمة: \((2² × 3³) ÷ (2 × 3²)\)، يمكننا اتباع الخطوات التالية:

1. **احسب قيمة التربيع والتكعيب**:
   \[
   2² = 4 \quad \text{و} \quad 3³ = 27
   \]
   وبالتالي:
   \[
   2² × 3³ = 4 × 27 = 108
   \]

2. **احسب القيم في المقام**:
   \[
   2 × 3² = 2 × 9 = 18
   \]

3. **الآن، قم بإجراء القسمة**:
   \[
   (2² × 3³) ÷ (2 × 3²) = 108 ÷ 18
   \]

4. **احسب ناتج القسمة**:
   \[
   108 ÷ 18 = 6
   \]

لذا، القيمة النهائية هي:
\[
\boxed{6}
\]"
"Numbers and Operations","Applying Calculation Strategies","F","استخدم قوى العدد ١٠: ما ناتج ٣٫٢٦ × ١٠٠٠؟","لحل المسألة الرياضية ٣٫٢٦ × ١٠٠٠ باستخدام قوى العدد ١٠، يمكنك اتباع الخطوات التالية:

1. **تحويل ١٠٠٠ إلى صورة قوى العدد ١٠**:
   نلاحظ أن ١٠٠٠ يمكن كتابتها كـ \(10^3\) لأن \(10^3 = 10 × 10 × 10 = 1000\).

2. **إعادة كتابة المعادلة**:
   يمكنك إعادة كتابة المعادلة كالتالي:
   \[
   ٣٫٢٦ × ١٠٠٠ = ٣٫٢٦ × 10^3
   \]

3. **تطبيق خاصية الضرب**:
   باستخدام خاصية الضرب، يمكنك كتابة الناتج بالشكل التالي:
   \[
   ٣٫٢٦ × 10^3 = ٣٫٢٦ × 1000
   \]
   الآن قم بضرب ٣٫٢٦ في 1000، مما يعكس ببساطة إضافة ثلاث خانات عشرية (حيث 1000 هو 10^3).

4. **إجراء الحساب**:
   يمكنك ببساطة إضافة ثلاث خانات عشرية إلى الرقم ٣٫٢٦:
   \[
   ٣٫٢٦ × 1000 = 3260
   \]

لذا، فإن الناتج النهائي للمعادلة ٣٫٢٦ × ١٠٠٠ هو \( 3260 \)."
"Numbers and Operations","Applying Calculation Strategies","G","استخدم قواعد الأس للتبسيط ((3x⁻²)/(x³))²","لحل المسألة الرياضية \(\left(\frac{3x^{-2}}{x^{3}}\right)^{2}\)، يمكننا اتباع عدة خطوات لتبسيط التعبير.

1. **نبدأ بتبسيط الكسر داخل القوسين**:
   \[
   \frac{3x^{-2}}{x^{3}} = 3 \cdot \frac{x^{-2}}{x^{3}}
   \]
   
   باستخدام قاعدة احتساب الأس، وهي \(\frac{x^{a}}{x^{b}} = x^{a-b}\):
   \[
   \frac{x^{-2}}{x^{3}} = x^{-2-3} = x^{-5}
   \]
   
   لذا يمكن كتابة التعبير الآن على الشكل:
   \[
   3 \cdot x^{-5}
   \]

2. **نعود الآن إلى التعبير الكامل**:
   \[
   \left(3 \cdot x^{-5}\right)^{2}
   \]

3. **نستخدم خصائص الأس في توزيع الأس على كل من العناصر في القوس**:
   \[
   (3)^{2} \cdot (x^{-5})^{2}
   \]
   \[
   = 9 \cdot x^{-10}
   \]

4. **نكتب الناتج بشكل مفهوم أكثر**:
   \[
   9x^{-10} = \frac{9}{x^{10}}
   \]

إذن، الجواب النهائي هو:
\[
\frac{9}{x^{10}}
\]"
"Numbers and Operations","Applying Calculation Strategies","G","حدد أيهما أفضل لحساب 5/6 ÷ 2/3: الضرب في المعكوس أو القسمة الطويلة؟","لحل مسألة 5/6 ÷ 2/3، يمكن استخدام الطريقة التي تناسبك. دعنا نستعرض كلتا الطريقتين.

### 1. باستخدام المعكوس (الضرب) 

عند قسمة كسر على كسر، يمكننا ضرب الكسر الأول في المعكوس (الطَّرد) للكسر الثاني.

المعكوس (أو الطرد) للكسر 2/3 هو 3/2.

لذلك، يمكننا تحويل عملية القسمة إلى عملية ضرب كما يلي:

\[
5/6 ÷ 2/3 = 5/6 × 3/2
\]

الآن نقوم بضرب الكسور:

\[
= (5 × 3) / (6 × 2) = 15 / 12
\]

يمكننا تبسيط الكسر 15/12:

\[
= 5/4
\]

### 2. باستخدام القسيمة الطويلة

يمكننا أيضًا إجراء عملية القسمة الطويلة، ولكنها قد تكون أكثر تعقيدًا قليلاً عند التعامل مع الكسور. لنطبقها على السياق:

نبدأ بالقسمة 5/6 على 2/3:

نعرف أن القسمة تعني البحث عن عدد يتكرر كمًّا ما للحصول على الناتج. هذا يمكن أن يتطلب تحويل الكسور إلى كسر مشترك أو استخدام الأعداد الصحيحة. قد يكون الأمر معقدًا بعض الشيء وأكثر عرضة للأخطاء.

### أيهما أفضل؟

- **الضرب في المعكوس** يعتبر الطريقة الأفضل والأبسط عند العمل مع الكسور. فهي أقل تعقيدًا وتساعد على الحصول على الناتج بسهولة.
- **القسمة الطويلة** قد تكون أقل فعالية في هذه الحالة، خاصة مع الكسور، ويمكن أن تجعل العملية أكثر تعقيدًا.

لذا، ننصح باستخدام طريقة الضرب في المعكوس (الطَّرد) لحل هذه المسألة."
"Numbers and Operations","Applying Calculation Strategies","G","قرب قيمة الجذر التربيعي لـ 17 باستخدام المربعات الكاملة القريبة.","لحساب الجذر التربيعي لـ 17 باستخدام المربعات الكاملة القريبة، يمكنك اتباع الخطوات التالية:

1. **تحديد المربعات الكاملة القريبة**: 
   نبحث عن مربعين كاملين قريبين من 17. المربعات الكاملة القريبة هي \(4\) (لـ \(2^2\)) و\(9\) (لـ \(3^2\)) و\(16\) (لـ \(4^2\)) و\(25\) (لـ \(5^2\)). نلاحظ أن \(4^2 = 16\) هو أقرب مربع كامل تحت 17، و\(5^2 = 25\) هو أقرب مربع كامل فوق 17.

2. **حساب الجذر التربيعي**:
   الجذر التربيعي لـ 16 هو \(4\) و الجذر التربيعي لـ 25 هو \(5\). لذا، نعلم أن \(4 < \sqrt{17} < 5\).

3. **تقدير قيمة الجذر**:
   نقوم بحساب قيمة الفرق بين 17 وأقرب مربع كامل. الفرق هو:
   \[
   17 - 16 = 1
   \]
   ونعلم أن الفرق بين \(16\) و\(25\) هو:
   \[
   25 - 16 = 9
   \]
   وبالتالي، نسبة الفرق إلى الفارق الأكبر كالتالي:
   \[
   \frac{1}{9}
   \]
   وبما أن \(4.0\) هو \(4^2\) و \(5.0\) هو \(5^2\)، يمكننا استخدام هذا الكسر تقدير الجذر التربيعي.

4. **إيجاد القيمة المقربة**:
   نضيف النسبة من الفرق إلى \(4\):
   \[
   \sqrt{17} \approx 4 + \frac{1}{9} \approx 4.11
   \]

5. **تحسين التقدير** (اختياري):
   يمكنك تحسين هذا التقدير عبر استخدام أسلوب أكثر دقة مثل طريقة نيوتن (Newton's Method) للحصول على نتائج أدق. ولكن اعتباراً من الحسابات الأولية، نجد أن:
   \[
   \sqrt{17} \approx 4.12
   \]

بذلك، تقريب قيمة الجذر التربيعي لـ 17 باستخدام المربعات الكاملة القريبة يعني وصولنا إلى قيمة تقريبة جيدة حوالي \(4.12\)."
"Numbers and Operations","Applying Calculation Strategies","G","استخدم فرق المربعين لتبسيط 100² - 99².","لحل المسألة الرياضية 100² - 99² باستخدام فرق المربعين، يمكننا استخدام الصيغة الخاصة بفارق المربعين، وهي:

\[ a² - b² = (a - b)(a + b) \]

في حالتنا، لدينا:

- \( a = 100 \)
- \( b = 99 \)

الآن، نقوم بتطبيق الصيغة:

\[ 100² - 99² = (100 - 99)(100 + 99) \]

الخطوة التالية هي حساب القيم داخل الأقواس:

1. \( 100 - 99 = 1 \)
2. \( 100 + 99 = 199 \)

الآن نعود إلى التعبير:

\[ 100² - 99² = (1)(199) \]

لذا:

\[ 100² - 99² = 199 \]

وبالتالي، الناتج هو 199."
"Numbers and Operations","Applying Calculation Strategies","H","استخدم العلاقة a² − b² لحساب 102² − 98²","لحل المسألة الرياضية باستخدام العلاقة \( a^2 - b^2 = (a - b)(a + b) \)، سنعتبر \( a = 102 \) و \( b = 98 \).

الخطوة الأولى هي حساب \( a - b \) و \( a + b \):

1. **حساب \( a - b \)**:
   \[
   a - b = 102 - 98 = 4
   \]

2. **حساب \( a + b \)**:
   \[
   a + b = 102 + 98 = 200
   \]

الآن يمكننا استخدام العلاقة \( a^2 - b^2 = (a - b)(a + b) \):

3. **تطبيق العلاقة**:
   \[
   102^2 - 98^2 = (102 - 98)(102 + 98) = 4 \times 200
   \]

4. **حساب الناتج**:
   \[
   4 \times 200 = 800
   \]

إذًا، الناتج النهائي لعملية \( 102^2 - 98^2 \) هو \( 800 \)."
"Numbers and Operations","Applying Calculation Strategies","H","ما هو اليوم الذي يأتي بعد ١٠٠ يوم من يوم الأربعاء؟ باستخدام حساب المود.","لحل المسألة الرياضية عن طريق حساب المود (Modulo)، سنقوم بالتالي:

1. **حساب الأيام في الأسبوع**: يوجد 7 أيام في الأسبوع، وهي:
   - الأحد
   - الاثنين
   - الثلاثاء
   - الأربعاء
   - الخميس
   - الجمعة
   - السبت

2. **حساب 100 يوم بالنسبة للأسبوع**: نحتاج إلى معرفة كم يوم سيكون بعد 100 يوم من يوم معين. ومن ثم نستخدم عملية المود لحسابها. سنقوم بحساب:
   \[
   100 \mod 7
   \]

3. **إجراء القسمة**: عندما نقوم بقسمة 100 على 7، سنحصل على:
   \[
   100 \div 7 = 14 \quad \text{(هذا يعني أن لدينا 14 أسبوعاً)}
   \]
   ونحسب الباقي:
   \[
   100 - (14 \times 7) = 100 - 98 = 2
   \]
   إذن، لدينا باقي قدره 2.

4. **إضافة النتيجة إلى يوم الأربعاء**:
   - إذا كان يومنا هو الأربعاء، فإننا نبدأ العد:
     - يوم الخميس (1 يوم بعد الأربعاء)
     - يوم الجمعة (2 يوم بعد الأربعاء)

لذا، 100 يوم بعد يوم الأربعاء سيكون يوم **الجمعة**."
"Numbers and Operations","Applying Calculation Strategies","H","استخدم مفكوك ذات الحدين لتقدير (1.01)²","يمكنك استخدام مفكوك ذات الحدين لتقدير (1.01)² عن طريق تطبيق صيغة مفكوك ذات الحدين. صيغة مفكوك ذات الحدين هي:

\[
(a + b)^n = \sum_{k=0}^{n} \binom{n}{k} a^{n-k} b^k
\]

حيث \(\binom{n}{k}\) هو معامل ثنائي، \(a\) و \(b\) هما الحدود الموجودة في القوس، و\(n\) هو الأس.

في هذه الحالة، نريد حساب \((1 + 0.01)^2\)، حيث \(a = 1\)، \(b = 0.01\)، و\(n = 2\). الآن، لنطبق صيغة مفكوك ذات الحدين.

1. نحسب الحدود كالتالي:

\[
(1 + 0.01)^2 = \binom{2}{0} \cdot 1^{2-0} \cdot (0.01)^0 + \binom{2}{1} \cdot 1^{2-1} \cdot (0.01)^1 + \binom{2}{2} \cdot 1^{2-2} \cdot (0.01)^2
\]

2. الآن نحسب القيم:

- \(\binom{2}{0} = 1\)
- \(\binom{2}{1} = 2\)
- \(\binom{2}{2} = 1\)

3. نضعها في المعادلة:

\[
(1.01)^2 = 1 \cdot 1^2 \cdot (0.01)^0 + 2 \cdot 1^1 \cdot (0.01)^1 + 1 \cdot 1^0 \cdot (0.01)^2
\]

4. هذا يصبح:

\[
= 1 + 2 \cdot 0.01 + 1 \cdot (0.01)^2
\]

5. الآن نحسب كل جزء:

\[
= 1 + 0.02 + 0.0001
\]

6. ثم نجمع:

\[
= 1 + 0.02 + 0.0001 = 1.0201
\]

إذن، باستخدام مفكوك ذات الحدين، نجد أن \((1.01)^2 \approx 1.0201\)."
"Geometry","spatial orientation and positional relationships","B","حدد اليسار واليمين في فصلك الدراسي.","بالطبع! إذا كنت تبحث عن تحديد اليسار واليمين في فصلك الدراسي، فإليك بعض الأفكار العامة التي يمكن أن تساعدك في ذلك.

1. **الفهم الأساسي**: 
   - اليسار واليمين هما اتجاهان أساسيان. اليمين يشير إلى الجهة التي تكون على اليمين عندما تواجه من الأمام، واليسار هو الجهة التي تكون على اليسار في نفس الحالة.

2. **استخدام المعالم**:
   - يمكنك استخدام معالم داخل الفصل الدراسي لتحديد الاتجاهات. مثلاً، إذا كان لديك نافذة أو باب في الفصل، يمكنك أخذها كنقطة مرجعية. إذا كنت تواجه النافذة، فإن الجهة التي على يمينك هي اليمين، والجهة التي على يسارك هي اليسار.

3. **تطبيق النقاط**:
   - يمكنك رسم خريطة بسيطة لفصلك الدراسي، ثم تحديد حركة الجسم داخل الفضاء. قم بتحديد الاتجاهات استنادًا إلى موقعك في الفصل، مثلاً: إذا كنت جالسًا على الدكة الأولى في الجهة الأمامية، اليمين سيكون نحو الجدار أو الكرسي المجاور على اليمين، واليسار نحو الجدار أو الكرسي المجاور على اليسار.

4. **الألعاب والأنشطة**: 
   - يمكنك القيام بألعاب أو أنشطة جماعية مثل ""تحديد اليسار واليمين"" بحيث يقوم الطلاب بالإشارة إلى معالم معينة عندما يُطلب منهم ذلك. هذا يساعد على تعزيز الفهم من خلال المشاركة الفعلية.

5. **الإشارة**:
   - قد يكون من المفيد استخدام التعليمات والكلمات الدالة على الاتجاهات، مثل ""قوموا بالتحرك نحو اليمين"" أو ""اجلسوا على اليسار"". 

باتباع هذه الخطوات، يمكنك بسهولة تحديد الاتجاهات في فصلك الدراسي. إذا كان لديك أية تفاصيل معينة أو نقاط تحتاج إلى توضيح إضافي، فلا تتردد في طرحها!"
"Geometry","spatial orientation and positional relationships","B","قم برسم مثلث داخل المستطيل.","لرسم مثلث داخل مستطيل، يمكنك اتباع الخطوات التالية:

1. **رسم المستطيل**: ابدأ برسم مستطيل. يمكنك تحديد أربعة نقاط A وB وC وD حيث:
   - A (نقطة البداية في الزاوية اليمنى العليا)
   - B (الزاوية اليمنى السفلى)
   - C (الزاوية اليسرى السفلى)
   - D (الزاوية اليسرى العليا)
   
   تأكد من أن المستطيل له جوانب متوازية وزوايا قائمة.

2. **اختيار نقاط المثلث**: بعد رسم المستطيل، عليك اختيار ثلاث نقاط داخل المستطيل لتكون رؤوس المثلث. يمكنك اختيار هذه النقاط بشكل عشوائي أو وفقًا لنمط معين. على سبيل المثال:
   - نقطة E (في الجانب العلوي للداخل)
   - نقطة F (في الجانب السفلي للداخل)
   - نقطة G (في الجانب الأيسر للداخل)

3. **رسم المثلث**: بعد تحديد النقاط E وF وG، استخدم قلم رصاص أو أداة رسم لرسم الخطوط التي تربط بين هذه النقاط. هذه الخطوط ستشكل المثلث الذي سيكون داخل المستطيل.

4. **تلوين المثلث** (اختياري): يمكنك استخدام ألوان مختلفة لتلوين المثلث لجعله بارزًا داخل المستطيل.

5. **تحقق من النتيجة**: تأكد من أن المثلث يظهر بوضوح داخل المستطيل وأن جميع رؤوسه تقع في داخل المستطيل نفسه.

إذا كنت ترغب في محددات هندسية معينة للمثلث، مثل أن يكون متساوي الأضلاع أو قائم الزاوية، يمكنك اتباع تلك المحددات أثناء اختيار النقاط."
"Geometry","spatial orientation and positional relationships","B","قم بتلوين الشكل الثالث من اليمين.","لحل المسألة المتعلقة بتلوين الشكل الثالث من اليمين، يجب عليك اتباع الخطوات التالية:

1. **تحديد الأشكال**: انظر إلى جميع الأشكال المعروضة أمامك. تأكد من أنك تستطيع التعرف على كل شكل وموقعه بالتحديد.

2. **تحديد الشكل الثالث من اليمين**: ابدأ بعد الأشكال من الجهة اليمنى. احسب الأشكال بدءًا من اليمين إلى اليسار. الشكل الأول سيكون على أقصى اليمين، الشكل الثاني سيكون بجواره، وهكذا. عندما تصل إلى الشكل الثالث، ستكون قد حددت الشكل الذي يجب عليك تلوينه.

3. **اختيار اللون**: إذا كانت المسألة تحدد لك لونًا معينًا للتلوين، قم بتحضيره. إذا لم تكن هناك تعليمات بشأن اللون، يمكنك اختيار أي لون تفضله.

4. **تلوين الشكل**: استخدم القلم أو الفرشاة أو الأداة التي تفضلها وقم بتلوين الشكل الذي حددته. تأكد من أن تتجنب الخروج عن حدود الشكل لكي يكون التلوين مرتب.

5. **التحقق من الإجابة**: بعد الانتهاء من التلوين، تحقق من الشكل الذي قمت بتلوينه وتأكد أنه هو الشكل الثالث من اليمين.

بهذه الخطوات يمكنك بسهولة حل المسألة. إذا كان لديك أي تفاصيل إضافية أو سياق معين للمسألة، لا تتردد في مشاركتها!"
"Geometry","spatial orientation and positional relationships","B","ضع علامة (X) في الزاوية السفلية اليسرى من الورقة.","يبدو أن المسألة التي ذكرتها تتعلق بوضع علامة (X) في الزاوية السفلية اليسرى من الورقة، وهي مسألة بسيطة تتعلق بالموقع. إليك كيفية القيام بذلك خطوة بخطوة:

1. **احصل على ورقة**: تأكد من أن لديك ورقة بيضاء أو أي نوع من الورق.

2. **حدد الزاوية السفلية اليسرى**: يمكنك تخيل أو استخدام أصابعك لتحديد الزاوية. الزاوية السفلية اليسرى تكون حيث يلتقي الجانب الأيسر مع القاع.

3. **اخذ أداة كتابة**: استخدم قلمًا أو قلم رصاص أو أي أداة كتابة تختارها.

4. **ضع علامة (X)**: في الزاوية السفلية اليسرى، ابدأ برسم خطين متقاطعين. يمكنك رسم خط أفقي من اليسار إلى اليمين، ثم خط عمودي يقطع الخط الأفقي من الأعلى إلى الأسفل، مما يكوّن شكل (X).

5. **تفقد النتيجة**: تأكد من أن العلامة واضحة وموقعة في المكان المطلوب.

وهكذا، تكون قد قمت بإنجاز المهمة بنجاح! إذا كانت لديك أي أسئلة أخرى أو تحتاج إلى مزيد من التفاصيل، فلا تتردد في طرحها."
"Geometry","spatial orientation and positional relationships","C","إذا كان الروبوت متجهًا إلى الشمال ثم استدار 90 درجة إلى اليمين، فما الاتجاه الذي يواجهه الآن؟","لحل هذه المسألة، يمكنك اتباع الخطوات التالية:

1. **تحديد الاتجاه الأصلي**: نعرف أن الروبوت كان متجهًا إلى الشمال.

2. **تطبيق التغيير في الاتجاه**: إذا استدار الروبوت 90 درجة إلى اليمين، فهذا يعني أنه سيلتفت في اتجاه عقارب الساعة. 

3. **تحديد الاتجاه الجديد**: عند الاستدارة 90 درجة إلى اليمين من الشمال، سيتجه الروبوت نحو الشرق.

بالتالي، بعد استدارته 90 درجة إلى اليمين، يصبح اتجاه الروبوت هو الشرق."
"Geometry","spatial orientation and positional relationships","C","إذا قمت بتدوير السهم بزاوية 180°، إلى أين سيتجه؟","لفهم كيفية حل هذه المسألة، يمكننا التفكير في مفهوم التدوير. إذا كان لديك سهم يتجه في اتجاه معين (مثل الاتجاه لأعلى أو إلى اليمين) وقمت بتدويره بزاوية 180 درجة، فإن السهم سيتجه في الاتجاه المعاكس.

على سبيل المثال:
- إذا كان السهم في البداية يتجه لأعلى (90 درجة)، فإن تدويره بزاوية 180 درجة سيجعل السهم يتجه لأسفل (270 درجة).
- إذا كان السهم يتجه إلى اليمين (0 درجة)، بعد تدويره بزاوية 180 درجة سيتجه إلى اليسار (180 درجة).

بشكل عام، لتدوير أي سهم بزاوية 180 درجة، يمكنك اتباع الخطوات التالية:
1. تحديد الاتجاه الأصلي للسهم (يمكنك استخدام الزوايا المعروفة مثل 0°، 90°، 180°، 270°).
2. إضافة 180 درجة إلى تلك الزاوية.
3. إذا كانت النتيجة أكثر من 360 درجة، يمكنك طرح 360 درجة لتبسيطها.

إذا لم تكن لديك زاوية محددة، يمكنك ببساطة اعتبار أن السهم الذي تم تدويره بمقدار 180 درجة سيتجه في الاتجاه المعاكس للإتجاه الأصلي."
"Geometry","spatial orientation and positional relationships","D","ما الاتجاه الناتج عن دوران بزاوية ٩٠ درجة في اتجاه عقارب الساعة من جهة الشمال؟","لحل هذه المسألة، يمكنك اتباع الخطوات التالية:

1. **تحديد الاتجاهات الأساسية**: نقوم أولاً بتحديد الجهات الأساسية الأربعة وهي:
   - الشمال (North)
   - الشرق (East)
   - الجنوب (South)
   - الغرب (West)

2. **فهم اتجاهات الدوران**: عندما نبحث عن الاتجاه الناتج عن دوران بزاوية 90 درجة في اتجاه عقارب الساعة، فإن ذلك يعني أننا سنقوم بتدوير الاتجاه الموجود باتجاه عقارب الساعة.

3. **تطبيق الدوران**: عندما تبدأ من الشمال وتدور بزاوية 90 درجة في اتجاه عقارب الساعة، سيكون الاتجاه الناتج:
   - من الشمال، إذا قمت بالدوران 90 درجة في اتجاه عقارب الساعة، ستصل إلى الشرق.

لذا، الاتجاه الناتج عن دوران بزاوية 90 درجة في اتجاه عقارب الساعة من جهة الشمال هو **الشرق**."
"Geometry","spatial orientation and positional relationships","D","في أي ربع تقع النقطة (−3, 4)؟","لتحديد في أي ربع تقع النقطة (−3, 4)، نحتاج إلى معرفة القيم الموجبة والسالبة لكل من الإحداثيين السيني (x) والصادي (y).

1. **الإحداثي السيني (x)**: النقطة هنا لها إحداثي سيني يساوي −3، مما يعني أنها تقع في الجانب السالب من المحور السيني (الخط الأفقي).

2. **الإحداثي الصادي (y)**: النقطة لها إحداثي صادي يساوي 4، مما يعني أنها تقع في الجانب الموجب من المحور الصادي (الخط العمودي).

الآن لنحدد في أي ربع تقع النقطة بناءً على هذه القيم:

- **الربع الأول**: كل من x وy موجبة (x > 0, y > 0)
- **الربع الثاني**: x سالب وy موجب (x < 0, y > 0)
- **الربع الثالث**: كلاهما سالب (x < 0, y < 0)
- **الربع الرابع**: x موجب وy سالب (x > 0, y < 0)

بما أن إحداثي x للنقطة هو −3 (سالب) وإحداثي y هو 4 (موجب)، فإن النقطة (−3, 4) تقع في **الربع الثاني**."
"Geometry","spatial orientation and positional relationships","D","إذا كانت النقطة ب تقع عند (2, 3)، ما هي إحداثياتها الجديدة بعد التحرك 4 وحدات إلى الأسفل؟","لحل هذه المسألة، نبدأ بمعرفة إحداثيات النقطة ب والتي هي (2, 3).

إحداثيات النقطة ب تعني أن:
- الرقم الأول (2) هو إحداثيات المحور السيني (X).
- الرقم الثاني (3) هو إحداثيات المحور الصادي (Y).

عندما نريد التحرك 4 وحدات إلى الأسفل، فإن ذلك يعني أننا سننقص من الإحداثيات الصادية (Y) بمقدار 4. لذا نقوم بعملية الطرح كالتالي:

1. الإحداثي Y الأصلي هو 3.
2. نقوم بطرح 4: 
   \( 3 - 4 = -1 \).

إذن، بعد التحرك 4 وحدات إلى الأسفل، إحداثيات النقطة ب تصبح:

(2, -1).

وبهذا تكون إحداثيات النقطة الجديدة بعد التحرك 4 وحدات إلى الأسفل هي (2, -1)."
"Geometry","spatial orientation and positional relationships","D","تقع مدينة على بُعد 3 سم شرق المطار في الخريطة. كم يبعد ذلك بالكيلومترات إذا كانت النسبة المستخدمة هي 1 سم = 10 كم؟","لحساب المسافة الواقعية بين المدينة والمطار باستخدام النسبة المعطاة، اتبع الخطوات التالية:

1. **تحديد المسافة على الخريطة**: المسافة من المطار إلى المدينة هي 3 سم شرقًا.
  
2. **استخدام النسبة المعطاة**: النسبة هي 1 سم = 10 كم.

3. **حساب المسافة الحقيقية**: لمعرفتنا أن 1 سم يساوي 10 كم، نقوم بضرب المسافة على الخريطة (3 سم) في هذه النسبة:
   
   \[
   \text{المسافة الحقيقية} = 3 \, \text{سم} \times 10 \, \text{كم/سم} = 30 \, \text{كم}
   \]

إذن، المدينة تبعد 30 كم عن المطار."
"Geometry","spatial orientation and positional relationships","D","على الخريطة، تقع المدرسة في المنتصف وتقع المكتبة في الاتجاه الشمالي الشرقي من المدرسة. ما الاتجاهان اللذان يصفان هذه الحركة؟","لحل هذه المسألة، يمكننا الاعتماد على تحديد الاتجاهات الأساسية. 

1. **الاتجاهات الأساسية**: هناك أربعة اتجاهات رئيسية: 
   - الشمال (North)
   - الجنوب (South)
   - الشرق (East)
   - الغرب (West)

2. **الاتجاه الشمالي الشرقي**: الاتجاه الشمالي الشرقي (Northeast) هو الاتجاه الذي يكون بين الشمال والشرق. يمكن تصور ذلك كاتجاه يقطع الزاوية القائمة بين الاتجاهين.

3. **التحديد في المسألة**: في المسألة، المدرسة تقع في المنتصف بينما المكتبة تقع في الاتجاه الشمالي الشرقي. هذا يعني أنك ستتحرك من مركز (المدرسة) نحو الشمال الشرقي للوصول إلى (المكتبة).

4. **الاتجاهات الوصفية**: إذا أردنا وصف الحركة، فإننا نتحدث عن حركة في اتجاه الشمال الشرقي (Northeast). بالإضافة إلى ذلك، يمكننا توضيح الحركة أيضًا بأنها تتضمن الذهاب نحو الشمال (North) مع بعض الاتجاه نحو الشرق (East).

إذن، الاتجاهان اللذان يصفان هذه الحركة هما الشمال الشرقي (Northeast) بالإضافة إلى الشمال (North) والشرق (East) كمكونات للحركة."
"Geometry","spatial orientation and positional relationships","D","سافرت ٢٠ كيلومترًا نحو الجنوب، ثم ١٥ كيلومترًا نحو الشرق. ما الاتجاه العام لحركتك؟","لحل هذه المسألة الرياضية، يمكنك استخدام فكرة الاتجاهات والكميات المكونة. دعنا نستعرض الخطوات:

1. **فهم الحركة**: أنت بدأت بالحركة 20 كيلومترًا نحو الجنوب، ثم أكملت 15 كيلومترًا نحو الشرق. 

2. **تمثيل الحركة**: يمكنك تمثيل هذه الحركة على شكل مثلث قائم الزاوية حيث:
   - الجانب العمودي (المقابل) يمثل المسافة المقطوعة نحو الجنوب (20 كيلومترًا).
   - الجانب الأفقي (المجاور) يمثل المسافة المقطوعة نحو الشرق (15 كيلومترًا).

3. **تحديد الاتجاه العام**: الاتجاه العام لحركتك يمكنك تحديده من خلال حساب الزاوية التي شكلتها مسار حركتك مع الاتجاه الشمالي. يمكنك استخدام الدالة المثلثية تان (tan) لحساب الزاوية، حيث:

   \[
   \text{زاوية} = \tan^{-1}\left(\frac{\text{الجهة الجنوبية}}{\text{الجهة الشرقية}}\right)
   \]

   في هذه الحالة:

   \[
   \text{زاوية} = \tan^{-1}\left(\frac{20}{15}\right)
   \]

4. **حساب الناتج**: يمكنك استخدام حاسبة لحساب هذه الزاوية، والتي ستعطيك الزاوية بالنسبة للأساس (اتجاه الشرق).

5. **تحديد الاتجاه النهائي**: بما أن الحركة بدأت نحو الجنوب ثم تحولت نحو الشرق، يمكن أن نقول بشكل عام أن الاتجاه هو ""جنوب شرق"".

باختصار، الاتجاه العام لحركتك هو ""جنوب شرق""."
"Geometry","spatial orientation and positional relationships","E","صف تأثير النقل (س، ص) → (س + 2، ص − 3)","لنفترض أن لديك نقطة معينة (س، ص) في المستوى على نظام الإحداثيات. تُظهر المسألة كيفية تأثير النقل المعطى على هذه النقطة.

النقل المعطى هو:
\[
(س، ص) \rightarrow (س + 2، ص - 3)
\]

هذا يعني أن كل نقطة (س، ص) ستتحرك إلى نقطة جديدة عبر إجراء عمليتين على إحداثياتها:

1. **إضافة 2 إلى الإحداثي \( س \)**: وهذا يعني أننا سنقوم بتحريك النقطة 2 وحدات إلى اليمين على المحور السيني (X).
  
2. **طرح 3 من الإحداثي \( ص \)**: وهذا يعني أننا سنقوم بتحريك النقطة 3 وحدات إلى الأسفل على المحور الصادي (Y).

### خطوات الحل:

1. **حدد نقطة البداية** (س، ص): على سبيل المثال، إذا كانت النقطة هي (1، 2).

2. **تطبيق النقل**:
   - **لحساب الإحداثي الجديد س**: 
     \[
     س_{جديد} = س + 2 = 1 + 2 = 3
     \]
   - **لحساب الإحداثي الجديد ص**: 
     \[
     ص_{جديد} = ص - 3 = 2 - 3 = -1
     \]

3. **اكتب النقطة الجديدة**: بعد تطبيق النقل، تصبح النقطة الجديدة هي (3، -1).

### صيغة النقل بشكل عام
إذا كانت لديك أي نقطة (أ، ب)، فإن النقل سيكون كما يلي:
\[
(أ، ب) \rightarrow (أ + 2، ب - 3)
\]

وبذلك، أي نقطة تبدأ من (أ، ب) ستتحرك إلى نقطة جديدة بعد تطبيق النقل."
