Topic Area,Topic,Progress Level,Exercise
Geometry,symmetries and mappings,D,"قم برسم النقطة (2, 3) بعد أن تعكسها عبر محور السينات."
Geometry,symmetries and mappings,D,"ترجم النقطة أ(2, 3) 4 وحدات إلى اليمين و 2 وحدة إلى الأسفل."
Geometry,symmetries and mappings,D,كم عدد خطوط التماثل التي يمتلكها المثلث المنتظم؟
Geometry,symmetries and mappings,D,هل للمستطيل تماثل دوراني بزاوية 180°؟
Geometry,symmetries and mappings,D,كم عدد درجات الدوران التي تجعل المربع يبدو كما هو؟
Geometry,symmetries and mappings,E,حدد جميع خطوط التماثل في سداسي منتظم.
Geometry,symmetries and mappings,E,أي من التحويلات التالية يحافظ على المسافة والزاوية: الإزاحة، التكبير/التصغير، أم الإمالة؟
Geometry,symmetries and mappings,F,"قم بتدوير المثلث ذو الرؤوس A(1, 2)، B(3, 2)، C(2, 4) بزاوية 180 درجة حول نقطة الأصل."
Geometry,symmetries and mappings,F,ارسم صورة مثلث بعد عكسه حول الخط y = x.
Geometry,symmetries and mappings,F,"ترجم النقطة س(–3, 5) بواسطة المتجه ⟨4, –2⟩."
Geometry,symmetries and mappings,F,لدى مثلث أ ب ج الرؤوس أ(1، 2)، ب(4، 2)، و ج(3، 5). بينما لدى مثلث أ′ب′ج′ الرؤوس أ′(–1، 2)، ب′(–4، 2)، و ج′(–3، 5). صف التحويل الذي ينقل المثلث أ ب ج إلى المثلث أ′ب′ج′.
Geometry,symmetries and mappings,G,اكتب مصفوفة 2×2 التي تؤدي إلى دوران بزاوية 90 درجة في اتجاه عقارب الساعة حول نقطة الأصل.
Geometry,symmetries and mappings,G,"طبق المصفوفة المعكوسة [[2, 0], [0, 2]] على النقطة (8, -4) واحسب الإحداثيات الناتجة."
Geometry,symmetries and mappings,G,"المربع أ له رؤوس عند النقاط (0,0)، (0,2)، (2,2)، (2,0)؛ والمربع ب له رؤوس عند النقاط (1,1)، (1,3)، (3,3)، (3,1). صف التحويل الذي ينقل المربع أ إلى المربع ب."
Geometry,symmetries and mappings,G,لديك الشكل أ الذي يحتوي على رأس عند النقطة (1، 1) وقد تم نقله إلى النقطة (–1، –1) تحت تأثير عملية دوران؛ احسب مركز الدوران مع افتراض أن الزاوية هي 180 درجة.
Geometry,symmetries and mappings,H,اختَر جميع التماثلات الثمانية (4 دوارات، 4 انعكاسات) التي تبقي مربعًا رأسه في النقاط (±1، ±1) دون تغيير.
Geometry,symmetries and mappings,H,حدد رتبة مجموعة التماثل لمضلع سداسي منتظم بطول ضلع 5 سم.
Geometry,symmetries and mappings,H,"طبق المصفوفة [[1, 0], [0, –1]] على المثلث DEF الذي له الرؤوس D(2, 1)، E(4, 3)، F(2, 4)، وأوجد إحداثيات الصورة الناتجة."
Geometry,measuring and calculating,B,قِسْ طول الخط بالسنتيمترات: ______ سم
Geometry,measuring and calculating,B,كم عدد الخطوات من الباب إلى مقعدك؟ ______
Geometry,measuring and calculating,B,قم بتحديد الوحدة التي ستستخدمها لقياس كتاب: أ) لترات ب) أمتار ج) سنتيمترات
Geometry,measuring and calculating,C,ما هو محيط مستطيل أبعاده 6 سم و 4 سم؟
Geometry,measuring and calculating,C,احسب مساحة مربع طول ضلعه 5 سم.
Geometry,measuring and calculating,C,شكل له مساحة قدرها 36 سم² وطول قدره 6 سم. ما هو العرض؟
Geometry,measuring and calculating,C,هل الزاوية التي مقدارها ٤٥ درجة أصغر أم أكبر من الزاوية القائمة؟
Geometry,measuring and calculating,D,احسب محيط مستطيل طوله 8 سم وعرضه 5 سم.
Geometry,measuring and calculating,D,احسب حجم المكعب الذي طول حافته 4 سم.
Geometry,measuring and calculating,D,مربع مساحته 36 سم² — ما طول أحد أضلاعه؟
Geometry,measuring and calculating,D,قم بقياس ورسم زاوية قدرها 60 درجة.
Geometry,measuring and calculating,D,احسب محيط دائرة قطرها 10 سم (استخدم π ≈ 3.14)
Geometry,measuring and calculating,D,كمية الماء التي يمكن أن تتسع في صندوق أبعاده 10 سم طولاً، 6 سم عرضاً، و4 سم ارتفاعاً هي؟
Geometry,measuring and calculating,D,مثلث قائم الزاوية له ضلعان طولا كل منهما 3 سم و4 سم — احسب طول الوتر.
Geometry,measuring and calculating,E,دائرة نصف قطرها ٧ سم. احسب محيطها باستخدام π ≈ ٣.١٤.
Geometry,measuring and calculating,E,دائرة محيطها ١٨π سم. ما نصف قطرها؟
Geometry,measuring and calculating,E,وتر طوله 6 سم يقع على بعد 2 سم من مركز الدائرة. احسب نصف قطر الدائرة.
Geometry,measuring and calculating,E,احسب مساحة مستطيل أبعاده 10 سم × 6 سم مع مثلث قاعدة 10 سم وارتفاع 4 سم موضوع فوقه.
Geometry,measuring and calculating,E,احسب حجم أسطوانة نصف قطرها 5 سم وارتفاعها 8 سم باستخدام القانون V = πr²h
Geometry,measuring and calculating,E,هناك شكل يتكون من مستطيل بعده 6 سم في 2 سم، مع نصف دائرتين متساويتين على كلا الطرفين. احسب المحيط الكلي لهذا الشكل.
Geometry,measuring and calculating,E,استخدم نظرية فيثاغورس لحساب طول الوتر في مثلث قائم الزاوية حيث يكون طولا الضلعين القائمين 6 سم و 8 سم.
Geometry,measuring and calculating,F,أسطوانة ارتفاعها 6 سم ونصف قطرها 4 سم. احسب مساحتها السطحية باستخدام الصيغة: المساحة السطحية = 2πن² + 2πنهـ.
Geometry,measuring and calculating,F,احسب حجم المخروط الذي له نصف قطر قدره 3 سم وارتفاع قدره 8 سم.
Geometry,measuring and calculating,F,مكعب مستطيل أبعاده 5×4×3. احسب حجمه ومساحته السطحية.
Geometry,measuring and calculating,F,استخدم علم المثلثات: في مثلث قائم، احسب قيمة جيب الزاوية (θ) إذا كانت الضلع المقابل = 5 والوتر = 13.
Geometry,measuring and calculating,F,مثلث له أضلاع بطول 7 سم، 24 سم و25 سم. أثبت أنه مثلث قائم الزاوية.
Geometry,measuring and calculating,G,في مثلث ABC، الزاوية A = 40°، الزاوية B = 65°، والضلع a = 10 سم. استخدم قانون جيب التمام لإيجاد الضلع b.
Geometry,measuring and calculating,G,في مثلث XYZ، الضلع x = 6 سم، الضلع y = 7 سم، وزاوية Z = 60°. استخدم قانون جيب التمام لإيجاد الضلع z.
Geometry,measuring and calculating,G,احسب مساحة سطح كرة نصف قطرها 6 سم.
Geometry,measuring and calculating,G,لديك دائرة نصف قطرها 10 سم. احسب طول القوس الناتج عن زاوية مقدارها 60 درجة.
Geometry,measuring and calculating,G,"احسب محيط مثلث له رؤوس عند النقاط A(0, 0) و B(3, 4) و C(6, 0)"
Geometry,measuring and calculating,G,يتقاطع وتران في دائرة مكونين زاوية مقدارها 35°. إذا كانت الأقواس المقابلة لهما مقدارها 80° و50°، احسب الزاوية بين الوترين.
Geometry,measuring and calculating,H,احسب المساحة السطحية لكرة محاطة في مكعب طول ضلعه 6 سم.
Geometry,measuring and calculating,H,حدد الزاوية بين المستويين x + y + z = 0 و x − y = 0.
Geometry,measuring and calculating,H,إذا كانت الزاوية س تحقق العلاقة (جا² س + جتا² س = ١) وكان ظا س = ٣⁄٤، فأوجد قياس الزاوية س بالدرجات.
Geometry,measuring and calculating,H,"حدد المسافة بين الخطوط المتباينة L₁: (1,2,3) + t(1,0,–1) و L₂: (0,1,0) + s(1,1,1)"
Geometry,measuring and calculating,H,قدّر أقصر مسافة بين مدينة باريس (49° شمالاً، 2° شرقاً) ومدينة القاهرة (30° شمالاً، 31° شرقاً) على سطح الأرض.
Geometry,measuring and calculating,H,شجرة تلقي بظل طوله 15 متر عند زاوية ارتفاع 35°؛ احسب ارتفاع الشجرة باستخدام علم المثلثات.
Sizes and measurement,Record and compare sizes,B,هل المتر أطول أم أقصر من 50 سنتيمتر؟ ______
Sizes and measurement,Record and compare sizes,B,استخدم <، >، أو = للمقارنة: 45 سم ___ 54 سم
Sizes and measurement,Record and compare sizes,B,قدّر: هل طول مكتبك حوالي 1 متر أم 10 أمتار؟ ______
Sizes and measurement,Record and compare sizes,B,تحتوي زجاجة على 1 لتر من العصير. إذا شربت نصف الكمية، فكم يتبقى لديك؟ ______ لترات
Sizes and measurement,Record and compare sizes,B,ارتفاع النافذة 1.5 متر. هل يعتبر هذا الارتفاع أطول أم أقصر منك؟
Sizes and measurement,Record and compare sizes,B,ركضت ٣٠٠ متر في الملعب و٥٠٠ متر في حصة التربية البدنية. كم مترًا ركضت في المجموع؟ ______ متر
Sizes and measurement,Record and compare sizes,C,قارن: ٢ لتر ___ ١٥٠٠ ملليلتر (استخدم <، >، =)
Sizes and measurement,Record and compare sizes,C,سمك كتاب واحد هو 3 سم. ما هو سمك 5 كتب موضوعة فوق بعضها؟
Sizes and measurement,Record and compare sizes,C,"أيهم أثقل: 1 كيلوغرام من التفاح أم 1,328 غرام من الموز؟"
Sizes and measurement,Record and compare sizes,D,لديك ثلاثة أوعية ماء: 1.2 لتر، 2.35 لتر، و0.95 لتر. ما هو إجمالي حجمها بالميليلترات؟
Sizes and measurement,Record and compare sizes,D,قم بتدوين درجة الحرارة من ميزان الحرارة — أي نوع من الملابس سترتدي؟ (ميزان الحرارة يظهر 18°م)
Sizes and measurement,Record and compare sizes,D,جسم سمكه 0.03 م. كم عدد هذه الأجسام يمكن أن تتجمع لتصل إلى 1.5 متر؟
Sizes and measurement,Record and compare sizes,D,حوّل 3.75 كم إلى مترات ثم اطرح 1480 م — ما هي النتيجة بالكيلومترات؟
Sizes and measurement,Record and compare sizes,E,قام طالب بتقريب قياس قدره 3.78 متر إلى 4 متر. ما هي نسبة الخطأ المئوية؟
Sizes and measurement,Record and compare sizes,E,قدّر ما إذا كانت 2 جالون من الطلاء كافية لتغطية سطح يحتاج إلى 7.2 لتر من الطلاء.
Sizes and measurement,Record and compare sizes,E,يبلغ طول طريق 1.2 ميل. حوله إلى كيلومترات وحدد ما إذا كان طوله يزيد أو يقل عن 2 كيلومتر.
Sizes and measurement,Record and compare sizes,F,طول طريقٍ ما 5.6 كيلومتر. كم يساوي ذلك بالميل؟ (استخدم 1 ميل ≈ 1.609 كيلومتر)
Sizes and measurement,Record and compare sizes,F,خزان يسع 1200 لتر. خزان أصغر يسع 320 جالون. أيهما يسع أكثر؟ (1 جالون ≈ 3.785 لتر)
Sizes and measurement,Record and compare sizes,F,عداء يجري مسافة 5 كيلومترات في 30 دقيقة. ما هي سرعته المتوسطة بالامتار في الثانية؟
Sizes and measurement,Record and compare sizes,G,السنة الضوئية تساوي تقريباً 9.46 × 10¹² كيلومتر؛ عبر عن هذه القيمة بالمتر.
Sizes and measurement,Record and compare sizes,G,ورقة واحدة سُمكها 0.1 مللي متر؛ فما ارتفاع كومة مكونة من 2000 ورقة بالسنتيمتر؟
Sizes and measurement,Record and compare sizes,G,لديك أنبوب أسطواني بنصف قطر 4 سم وارتفاع 3 م. قارن حجمه بحجم أنبوب آخر بنصف قطر 6 سم وارتفاع 2.5 م.
Sizes and measurement,Record and compare sizes,H,قارن سمك شعرة إنسان (٠.٠٧ مم) بطول بلانك (١.٦ × ١٠⁻³⁵ م)؛ كم مرة يكون سمك الشعرة أكبر؟
Sizes and measurement,Record and compare sizes,H,قدر عدد قطرات المطر (نصف قطرها حوالي 1 مم) التي يمكن أن تملأ وعاء سعته 1 لتر.
Sizes and measurement,Handling units of measurement,B,أي وحدة تستخدم لقياس قلم الرصاص: سم أم م؟ ______
Sizes and measurement,Handling units of measurement,B,أيُّهما أثقل: 1 كغ أم 1 غرام؟
Sizes and measurement,Handling units of measurement,B,حدد الأشياء التي ستقوم بقياسها بالمتر: ___ كتاب ___ طاولة ___ باب
Sizes and measurement,Handling units of measurement,C,قنينة سعة 1 ___ من العصير (لتر أم كيلو جرام)؟
Sizes and measurement,Handling units of measurement,C,كم عدد الملليلترات في 3 لترات؟
Sizes and measurement,Handling units of measurement,C,"حوّل 4,289 ملليلتر إلى لتر."
Sizes and measurement,Handling units of measurement,C,حوّل 2.5 كم إلى مم.
Sizes and measurement,Handling units of measurement,D,حوّل 3200 مم إلى أمتار.
Sizes and measurement,Handling units of measurement,D,كم عدد السنتيمترات في 4.75 متر؟
Sizes and measurement,Handling units of measurement,D,حوّل 5000 ملغ إلى غرام.
Sizes and measurement,Handling units of measurement,D,زجاجة تحتوي على 1.5 لتر من العصير. كم عدد الكؤوس سعة 250 مل التي يمكن أن تملأها؟
Sizes and measurement,Handling units of measurement,D,يُكمل عداء 4 لفات حول مضمار طوله 400 متر. ما المسافة الكلية بالكم؟
Sizes and measurement,Handling units of measurement,D,"يزن طرد 2.3 كجم. بينما يزن طرد آخر 1,750 غ. أيهما أثقل وكم الفرق بين وزني الطردين؟"
Sizes and measurement,Handling units of measurement,E,مكعب حجمه 64 سم³. عبّر عن هذا الحجم بوحدات الملليمتر المكعب (مم³).
Sizes and measurement,Handling units of measurement,E,أعد كتابة 1.2 ساعة بصيغة الساعات:الدقائق.
Sizes and measurement,Handling units of measurement,E,تحتوي خريطة على مقياس 1:1000. ما المسافة التي يمثلها 5 سم على الخريطة في الواقع؟
Sizes and measurement,Handling units of measurement,E,اكتب 1.75 لتر بالملليلترات.
Sizes and measurement,Handling units of measurement,E,قطار يسير 90 كم في 1.5 ساعة. ما هي السرعة بوحدة كم/ساعة؟
Sizes and measurement,Handling units of measurement,F,حوّل 60 ميل في الساعة إلى كيلومتر في الساعة. (1 ميل = 1.609 كيلومتر)
Sizes and measurement,Handling units of measurement,F,حوّل 0.007 كيلومتر مربع إلى متر مربع.
Sizes and measurement,Handling units of measurement,F,حوّل سرعة 108 كم/س إلى م/ث
Sizes and measurement,Handling units of measurement,G,تستخدم وصفة 0.75 كوب من الزيت؛ كم مليليتر يعادل ذلك إذا كان 1 كوب = 237 مليليتر؟
Sizes and measurement,Handling units of measurement,G,خزان ماء سعته 1.2 م³؛ حول هذه السعة إلى لترات.
Sizes and measurement,Handling units of measurement,G,حوّل 100 مل من الزئبق إلى جرام إذا كانت الكثافة = 13.6 جرام/سم³
Sizes and measurement,Handling units of measurement,G,عبّر عن 7.5×10⁻⁶ ثانية بوحدات الميكروثانية.
Sizes and measurement,Handling units of measurement,H,حوّل 1.2 ميغاجول إلى كيلوجول وجول.
Sizes and measurement,Handling units of measurement,H,حوّل 50°C إلى فهرنهايت.
Sizes and measurement,Handling units of measurement,H,حوّل ٥ سنوات ضوئية إلى أمتار باستخدام ١ سنة ضوئية = ٩.٤٦١ × ١٠¹⁵ م.
Sizes and measurement,Calculations of quantities,B,طول حبل 85 سم. قمت بقطع 30 سم. كم تبقى منه؟ ______
Sizes and measurement,Calculations of quantities,B,لوح طوله 6 أمتار. قمت بتقطيعه إلى قطعتين متساويتين. ما هو طول كل قطعة؟ ______
Sizes and measurement,Calculations of quantities,B,اجمع الأوزان: 2 كغ + 500 غ = ______
Sizes and measurement,Calculations of quantities,B,أنت تشتري أشياءً تكلفتها 5 دينار، 8 دينار، و3 دينار. ما هو المجموع الكلي للتكلفة؟ ______
Sizes and measurement,Calculations of quantities,C,إذا قمت بصب ٧٥٠ مل من الماء في زجاجة سعتها ١ لتر. كم تبقى من الفراغ في الزجاجة؟
Sizes and measurement,Calculations of quantities,C,لوحة طولها 2.4 متر. قمت بقصها إلى 3 قطع متساوية. ما طول كل قطعة؟
Sizes and measurement,Calculations of quantities,D,مربع طوله الجانبي 6.4 سم - ما هي مساحته؟
Sizes and measurement,Calculations of quantities,D,احسب مساحة مثلث قاعدته 12 سم وارتفاعه 9 سم.
Sizes and measurement,Calculations of quantities,D,لديك مخطط أرضي يحتوي على ٥ غرف بمساحة ٥ م × ٤ م و٣ غرف أخرى بمساحة ٣ م × ٢ م. ما هو المجموع الكلي للمساحة؟
Sizes and measurement,Calculations of quantities,D,حوض مستطيل الشكل له طول 12 سم، عرض 5 سم، وارتفاع 10 سم - احسب حجمه.
Sizes and measurement,Calculations of quantities,D,أيتهما له مساحة أكبر: مربع طوله 6 سم وعرضه 6 سم، أم مستطيل طوله 5 سم وعرضه 8 سم؟
Sizes and measurement,Calculations of quantities,E,يوجد مخروط نصف قطره 4 سم وارتفاعه 9 سم. احسب حجمه باستخدام المعادلة V = ⅓πr²h.
Sizes and measurement,Calculations of quantities,E,تريد طلاء جدار في غرفتك. عرض الجدار 4 أمتار وارتفاعه 2.5 متر. كم متر مربع من الطلاء تحتاج؟
Sizes and measurement,Calculations of quantities,E,أنت تقوم ببناء صندوق رمل أبعاده 2 م × 2 م وعمقه 0.3 م. كم مكعب متر من الرمل تحتاج لملئه؟
Sizes and measurement,Calculations of quantities,E,خزان مياه أسطواني قطره 1.2 متر وارتفاعه 2 متر. احسب حجم الماء الذي يمكن أن يحتويه الخزان باللتر.
Sizes and measurement,Calculations of quantities,E,حديقة زهور مصممة بشكل مستطيل (2 م × 1 م) مع نصف دائرة على أحد الجانبين القصيرين. احسب المساحة الإجمالية.
Sizes and measurement,Calculations of quantities,F,سيارة تسير مسافة 240 كم في 3 ساعات. ما هي سرعتها بالكيلومترات في الساعة؟
Sizes and measurement,Calculations of quantities,F,إيداع قدره 1000 دينار يحقق فائدة بسيطة سنوية بنسبة 2.5%. كم ستكون الفائدة بعد عامين؟
Sizes and measurement,Calculations of quantities,F,لعبة مصغرة بنسبة ١:٢٠. إذا كان طول النموذج ١٢ سم، فما طول الجسم الحقيقي؟
Sizes and measurement,Calculations of quantities,F,سيارة تستخدم 8 لترات من الوقود لكل 100 كيلومتر. كم كمية الوقود اللازمة للسفر لمسافة 350 كيلومتر؟
Sizes and measurement,Calculations of quantities,G,احسب مساحة السطح لمخروط نصف قطره 5 سم وارتفاعه المائل 13 سم.
Sizes and measurement,Calculations of quantities,G,يريد مزارع أن يسيّج حقلاً دائريًا نصف قطره ٤٥ مترًا؛ فما مقدار السياج الذي يحتاجه؟
Sizes and measurement,Calculations of quantities,G,فاتورة المياه تعتمد على 1.75 دينار لكل متر مكعب؛ كم ستكون التكلفة لاستخدام 18.6 متر مكعب؟
Sizes and measurement,Calculations of quantities,H,احسب الطول الموجي لموجة راديو ترددها 100 ميجاهرتز في الهواء (سرعة الضوء ≈ 3×10⁸ م/ث).
Sizes and measurement,Calculations of quantities,H,احسب الطول الموجي لموجة مائية إذا كانت دورتها ٥ ثوانٍ وسرعتها ٣ م/ث.
Sizes and measurement,Calculations of quantities,H,يدور قمر صناعي على ارتفاع ٤٠٠ كم عن سطح الأرض، احسب تقريبا المساحة التي يمكن رؤيتها من هذا القمر باستخدام الصيغة: المساحة = ٢ط × نق × ع. حيث نق هو نصف قطر الأرض ويبلغ حوالي ٦٣٧١ كم; ع هو الارتفاع عن سطح الأرض.
Sizes and measurement,Calculations of quantities,H,احسب الكتلة الإجمالية للهواء في غرفة أبعادها 5 م × 4 م × 2.5 م، مع افتراض أن كثافة الهواء تساوي 1.225 كغ/م³.
Sizes and measurement,Calculations of quantities,H,حدد وزن 0.5 م³ من الخرسانة إذا كانت كثافتها 2400 كجم/م³.
Sizes and measurement,Calculations of quantities,H,قدّر إجمالي إنتاج الطاقة من لوحة شمسية قدرتها 1.5 كيلو وات تعمل لمدة 6 ساعات في اليوم على مدى 30 يوماً.
Data frequencies and probabilities,"Collect, display and read data",B,احسب ودوّن عدد الطلاب في صفك الذين لديهم عيون زرقاء.
Data frequencies and probabilities,"Collect, display and read data",B,استخدم علامات العد لتمثيل عدد الحيوانات الأليفة التي يملكها أصدقاؤك.
Data frequencies and probabilities,"Collect, display and read data",B,اجمع إجمالي عدد الحيوانات الموضحة في الرسم البياني.
Data frequencies and probabilities,"Collect, display and read data",B,انظر إلى الرسم البياني. هل سافر عدد أكبر من الأشخاص بواسطة السيارة أم الحافلة؟
Data frequencies and probabilities,"Collect, display and read data",C,ارسم رسمًا بيانيًا بالأعمدة يوضح عدد الحيوانات الأليفة التي يمتلكها كل زميل في الصف.
Data frequencies and probabilities,"Collect, display and read data",C,كم عدد الطلاب الذين يفضلون اللون الأزرق أكثر من اللون الأخضر، وفقًا للمخطط الصوري؟
Data frequencies and probabilities,"Collect, display and read data",C,اقرأ درجة الحرارة عند الساعة 2 ظهراً من الرسم البياني الخطّي.
Data frequencies and probabilities,"Collect, display and read data",C,من خلال الاستطلاع. أنشئ جدولًا يوضح عدد الكتب التي قرأها كل طالب في الأسبوع.
Data frequencies and probabilities,"Collect, display and read data",C,"املأ القيم الناقصة في جدول التكرار أكمل القيم الناقصة في جدول التكرار التالي: تفاح – ٧، موز – __، برتقال – ٥، عنب – __، المجموع – ٢٠"
Data frequencies and probabilities,"Collect, display and read data",C,"أنشئ رسمًا بيانيًا خطيًا باستخدام عدد الخطوات اليومية التالية: الأحد – ٤٥٠٠، الاثنين – ٦٢٠٠، الثلاثاء – ٧١٠٠، الأربعاء – ٥٨٠٠، الخميس – ٦٩٠٠، الجمعة – ٧٥٠٠، السبت – ٨٠٠٠"
Data frequencies and probabilities,"Collect, display and read data",D,قم بإعداد جدول تكراري للأعداد التالية: 2، 3، 2، 4، 3، 2، 5.
Data frequencies and probabilities,"Collect, display and read data",D,ارسم دائرة بيانات بناءً على المعلومات التالية: تفاح (٤)، موز (٧)، برتقال (٣).
Data frequencies and probabilities,"Collect, display and read data",D,قم بقياس وتسجيل قياسات كف اليد لخمس من زملائك في الصف، ثم نظم البيانات التي حصلت عليها.
Data frequencies and probabilities,"Collect, display and read data",D,قم بتنظيم نتائج المواد المفضلة لـ 10 طلاب (رياضيات، إنجليزي) حسب الجنس في جدول ثنائي.
Data frequencies and probabilities,"Collect, display and read data",D,اجمع أطوال الطلاب ونظّمها في فترات (مثل ١٢٠–١٣٠ سم) في جدول علامات العد.
Data frequencies and probabilities,"Collect, display and read data",E,حدد العناصر المضللة في الرسم البياني حيث لا يبدأ المحور الرأسي (ص) من الصفر.
Data frequencies and probabilities,"Collect, display and read data",E,قم ببناء مخطط سيقان وأوراق للأعداد التالية: 32، 34، 36، 41، 43، 45، 48.
Data frequencies and probabilities,"Collect, display and read data",E,قم بإنشاء مخطط هيستوجرام استنادًا إلى فئات متجمعة من درجات الاختبار كما يلي: 0–10، 11–20، 21–30، 31–40.
Data frequencies and probabilities,"Collect, display and read data",E,يعرض مخطط السلاسل الزمنية نمو السكان كل ١٠ سنوات من عام ١٩٦٠ إلى ٢٠٢٠. ما هو متوسط معدل النمو لكل عقد؟
Data frequencies and probabilities,"Collect, display and read data",E,احسب الربعين الأدنى والأعلى لمجموعة البيانات: {3، 5، 7، 8، 9، 10، 12، 15، 18}
Data frequencies and probabilities,"Collect, display and read data",F,"ارتفاعات 10 طلاب (بالمليمتر) هي: [1500, 1520, 1550, 1570, 1600, 1600, 1620, 1650, 1670, 1700]. احسب الوسيط والمدى الربعي."
Data frequencies and probabilities,"Collect, display and read data",F,فسر هذا الرسم البياني للأعواد والأوراق: 1 | 2 5 8، 2 | 1 3 6 9، 3 | 0 4 — ما هي القيمة الأكثر تكراراً؟
Data frequencies and probabilities,"Collect, display and read data",F,لديك مجموعة بيانات: [15، 17، 18، 20، 21، 22، 23، 30]. قم برسم مخطط الصندوق وطرفيه لهذه البيانات.
Data frequencies and probabilities,"Collect, display and read data",F,يوضح المخطط الدائري الوقت المستغرق في الواجبات المدرسية (رياضيات 25%، علوم 35%، لغة إنجليزية 40%). قم بتقدير الوقت المستغرق في مادة الرياضيات إذا كان الوقت الإجمالي هو 4 ساعات.
Data frequencies and probabilities,"Collect, display and read data",G,يوضح جدول التكرار علامات الاختبار مع الفئات 40–49 (3)، 50–59 (5)، 60–69 (8)، 70–79 (4)؛ ارسم رسمًا بيانيًا عموديًا.
Data frequencies and probabilities,"Collect, display and read data",G,ارسم منحنى التكرار التراكمي من: 0–10 (2)، 10–20 (6)، 20–30 (9)، 30–40 (3)
Data frequencies and probabilities,"Collect, display and read data",G,أظهر استطلاع لصف دراسي أن ١٢ طالبًا يحبون الرياضيات، و٨ يحبون العلوم، و٥ يحبون كليهما؛ مثّل ذلك باستخدام مخطط فن.
Data frequencies and probabilities,"Collect, display and read data",G,بالنظر إلى البيانات المجمعة التالية: 0–5 (3)، 5–10 (7)، 10–15 (12)، حدد الفئة الأكثر تكرارا.
Data frequencies and probabilities,"Collect, display and read data",H,سجّل عدد السيارات التي تمر في كل فترة زمنية مدتها ٥ دقائق خلال ساعة واحدة، ثم ارسم مخطط سلسلة زمنية.
Data frequencies and probabilities,"Collect, display and read data",H,استخدم رسم النقاط لتمثيل توزيع درجات الحرارة اليومية على مدى 14 يومًا: 15-22 درجة مئوية.
Data frequencies and probabilities,"Collect, display and read data",H,باستخدام البيانات المعطاة، سجّل استهلاك الطاقة الشهري على مدار عام كامل، واستعمل رسمًا بيانيًا خطيًا لتحديد التغيرات الموسمية.
Data frequencies and probabilities,"Collect, display and read data",H,يوضح مخطط دائري الفئات أ، ب، وج بزايا مركزية 90°، 120°، و150°؛ احسب النسبة المئوية لكل منها.
Data frequencies and probabilities,Compare and evaluate data,B,من الرسم البياني الشريطي التالي: ما هما اليومين اللذان كان فيهما أكبر عدد من الطلاب الذين يرتدون القبعات؟ [الإثنين (5)، الثلاثاء (5)، الأربعاء (4)، الخميس (1)، الجمعة (3)]
Data frequencies and probabilities,Compare and evaluate data,B,أي يوم شهد أكبر كمية من المطر: الإثنين (20 ملم)، الثلاثاء (12 ملم)، الأربعاء (25 ملم)؟
Data frequencies and probabilities,Compare and evaluate data,B,ما الفرق بين أطول وأقصر الأعمدة في الرسم البياني: 3، 6، 8، 5، 3، 2؟
Data frequencies and probabilities,Compare and evaluate data,B,أي لون حصل على عدد الأصوات الأوسط: الأحمر (4)، الأزرق (7)، الأخضر (3)؟
Data frequencies and probabilities,Compare and evaluate data,C,ما هو الفرق بين أعلى وأدنى الدرجات في الرسم البياني؟
Data frequencies and probabilities,Compare and evaluate data,C,احسب المتوسط (الوسط الحسابي) لدرجات الاختبار التالية: 80، 85، 90، 95، 100
Data frequencies and probabilities,Compare and evaluate data,C,احسب المدى للقيم التالية: ٤٥، ٣٩، ٥٠، ٤٨
Data frequencies and probabilities,Compare and evaluate data,C,ما القيمة المفقودة إذا كان متوسط ثلاثة أعداد هو 10 واثنان منها هما 8 و12؟
Data frequencies and probabilities,Compare and evaluate data,C,أي يوم شهد أعلى زيادة في القيم في الرسم البياني؟
Data frequencies and probabilities,Compare and evaluate data,D,قارن بين المتوسط لمجموعتين من البيانات: A = [3، 4، 5]، B = [5، 6، 7].
Data frequencies and probabilities,Compare and evaluate data,D,أي مجموعة بيانات لديها تباين أكبر: [5، 10، 15] أم [8، 9، 10]؟
Data frequencies and probabilities,Compare and evaluate data,D,ابحث عن الوسيط في البيانات التالية: 7، 9، 12، 10، 11.
Data frequencies and probabilities,Compare and evaluate data,E,فسّر ماذا يخبرك المدى الربعي الصغير عن مجموعة البيانات.
Data frequencies and probabilities,Compare and evaluate data,E,قم بتحليل الرسم البياني الصندوقي التالي وتفسير مدى انتشار البيانات وميولها.
Data frequencies and probabilities,Compare and evaluate data,E,أي مقياس (المتوسط، الوسيط، المنوال) يُمثّل هذه البيانات بشكل أفضل: ٣، ٣، ٣، ٤، ١٠٠؟
Data frequencies and probabilities,Compare and evaluate data,E,مجموعة بيانات تحتوي على القيم: 5، 6، 7، 8، 9، 50. احسب المتوسط الحسابي والوسيط. أي من القيمتين تأثرت أكثر بالقيمة الشاذة؟
Data frequencies and probabilities,Compare and evaluate data,E,فسر الرسم البياني الصندوقي حيث يكون الوسيط أقرب بكثير إلى الربع الأول (Q1) مقارنة بالربع الثالث (Q3). ماذا يوحي هذا عن البيانات؟
Data frequencies and probabilities,Compare and evaluate data,F,متوسط درجات امتحان صفين هما 78 و 83. مقارنة بذلك، مدى درجات الصف الأول هو 20 ومدى درجات الصف الثاني هو 5. أي الصفين يمتلك درجات أكثر اتساقًا؟
